country,gdp_pc_pp,pop,share1,plgp,unemp,axfin_p,axfin_r,bashs,ophe,social_p,social_r,axhealth,iso3,pov_head,shew,prepare_scaleup,finance_pre,rating,avg_prod_k,protection,faref,fa,peref,pe,share1_ref,v,pv,v_s,H,alpha,T_rebuild_K,T_rebuild_L,pi,income_elast,original_country,macro_multiplier,fap,far,v_shew,v_p,v_r,borrow_abi,sigma_p,sigma_r,tot_p,tot_r,dcap,dcar,delta_W,dKpc,dKtot,cp,cr,dcapns,dcarnos,institutional_exposure,individual_exposure,destitution_exposure,dC_destitution,dW_destitution,resilience,resilience_no_shock,resilience_no_shock_no_uspcale,resilience_no_shock_no_SP,dWsurWprime,equivalent_cost,risk,total_equivalent_cost,total_equivalent_cost_of_destitution,total_equivalent_cost_no_destitution
Italy,33923.5598171182,60233948.0,0.0607,0.993345489501953,0.121999998092651,0.11888060000000003,0.17877559999999998,0.99,0.18008038358482603,0.43236375,0.413812555,0.9049598082075868,ITA,0.2,1.0,0.8666666666666666,0.8,0.6,0.2046119687179293,100.0,0.038160708,0.038160708,0.2,0.2,0.0607,0.1508666718470744,2.181617212889477,0.12400000000000001,0.5356497092899941,0,3,40,0.2,1.5,Italy,1.1474492632616045,0.0457928496,0.0362526726,0.12069333747765952,0.3840000000000001,0.09920000000000001,0.7,0.3916666666666666,0.3916666666666666,0.6546879479166665,0.6434026376249999,6821.894505706666,7336.540583716037,0.02047615041010431,737.0147336725696,44393307143.26741,10295.800404495372,39830.4996702739,11066.905149088485,11609.341949519527,0.07456490012770373,0.00018584880941198529,1.3857797912657328e-05,271620.3187804922,9.803739433561039e-05,0.640526580922654,0.6435933466837302,0.5383452426874971,0.4006596331791211,1145.1559241098678,11.506387956779687,0.00033918574639013675,693075173.856494,3302550.009236708,689772623.8472571
Jamaica,8607.498562766179,2714734.0,0.0535,0.860790634155273,0.15,0.2945098,0.3105106,0.991,0.253651313039636,0.26651858938195394,0.1474314747293658,0.868674343480182,JAM,0.2,0.8,0.6,0.6,0.2,0.38100911347268046,50.0,0.0008095210000000001,0.0008095210000000001,0.2,0.2,0.0535,0.26832327753989876,1.3479140750519534,0.2425,0.5356497092899941,0,3,40,0.2,1.5,Jamaica,1.3156744611632627,0.0009714252000000001,0.0007690449500000001,0.22539155313351494,0.5291999999999999,0.20369999999999994,0.4,0.25,0.25,0.44988894203646546,0.3605736060470244,1759.8205232514465,3482.9088759217207,0.001100971185223898,3.9710259273068464,10780279.099741425,2302.5058655399525,10183.746737072735,2346.0287577024255,4642.482795936589,0.14017834078818167,1.9132157779036007e-05,2.6819141331629704e-06,68918.81383101227,3.766644520594744e-05,0.48827989863364674,0.5049849389597563,0.4584120633711034,0.40256020238753426,7.863652202156684,0.16265367214251356,1.8896741132913043e-05,441561.4539901344,14606.974042741887,426954.47994739254
Japan,35614.3100226829,127338621.0,0.0737,0.998382568359375,0.04,0.4561238,0.5513969,0.998,0.14378354821940598,,,0.927108225890297,JPN,0.2,0.8,0.8,0.8,0.8166666666666668,0.21044253355545398,100.0,0.050547028,0.050547028,0.2,0.2,0.0737,0.12454794124480471,0.043774780222814114,0.12400000000000001,0.5356497092899941,0,3,40,0.2,1.5,Japan,1.1530097156432728,0.0606564336,0.0480196766,0.10462027064563595,0.10919999999999999,0.10416000000000002,0.8083333333333333,0.40208333333333335,0.40208333333333335,,,,,,866.699348792517,110364299896.83713,13123.873243358648,41236.91921751396,,,0.03816973525010935,,,285157.8753426407,,,,,0.7358626873202536,,,,,,
Jordan,11404.7388595369,6460000.0,0.0823,0.9789906311035159,0.12600000381469698,0.01290732,0.1260008,0.996,0.23512147294390304,0.24754125076743594,0.20254922683467025,0.8804392635280485,JOR,0.2,0.6000000000000001,0.4,0.6,0.0,0.17572272222131016,50.0,0.003215141,0.003215141,0.2,0.2,0.0823,0.4615788965304072,0.3648804239872736,0.44249999999999995,0.5356497092899941,0,3,40,0.2,1.5,Jordan,1.119898368286063,0.0038581692,0.0030543839499999996,0.4061894289467583,0.5544,0.38939999999999997,0.3,0.175,0.175,0.3792215318831347,0.342103112138603,9206.73150024835,19103.42220339943,0.01038325957779307,82.26501171557454,531431975.6826116,4693.050040699434,13082.661064246266,11151.163389192008,23136.879979056524,0.0888567030610442,0.00017453408439499463,1.5508523311117267e-05,91315.85309253176,0.00018922391351060914,0.714192957670165,0.7272083682394141,0.6985816559404625,0.6462011491121856,113.12440190249703,2.303719487348037,0.00020199668889582815,14882027.88826832,266355.1624657033,14615672.725802615
Kazakhstan,22469.6790194365,17035275.0,0.0945,0.9927625274658198,0.051999998092651385,0.049583800000000004,0.07945224000000001,0.999,0.463364618003791,,,0.7678176909981045,KAZ,0.2,0.8,0.6,1.0,0.6166666666666667,0.3305707553557686,50.0,0.050721402,0.050721402,0.2,0.2,0.0945,0.1351117356068783,1.2573908819247896,0.11271604938271605,0.5356497092899941,0,3,40,0.2,1.5,Kazakhstan,1.267572759812886,0.060865682399999996,0.048185331899999996,0.11349385790977777,0.2562,0.09468148148148145,0.8083333333333333,0.3520833333333333,0.3520833333333333,,,,,,380.9673558058249,6489883672.175075,10616.923336683745,25432.867940124685,,,0.09713992654290902,,,179910.9943371841,,,,,0.5399592787905085,,,,,,
Kenya,2705.3232181398107,44353691.0,0.0484,0.7763126373291019,0.0919999980926514,0.10053339999999998,0.3215924000000001,0.438,0.44642551639243605,0.05486851859573319,0.07183448406098354,0.4957872418037821,KEN,0.2,0.8,0.4666666666666667,0.4,0.35,0.46296027315172006,2.0,0.014787173,0.014787173,0.2,0.2,0.0484,0.5125459931400065,0.22915798471164694,0.5050000000000001,0.5356497092899941,0,3,40,0.2,1.5,Kenya,1.3938290711737829,0.0177446076,0.01404781435,0.4305386342376054,0.5291999999999999,0.4242000000000002,0.375,0.21041666666666667,0.21041666666666667,0.2537399344745477,0.26713597803981837,561.1722227754199,2171.9614091940434,0.05339207924407674,35.79257400121317,1587532767.3444426,654.6882187898342,3217.981967977305,707.8827598967742,2739.730785491549,0.2733000396532558,0.0010609656598183149,0.0002899619568990881,21661.074453177043,0.007264064436515914,0.4688575102747245,0.532646207294945,0.5136544574818782,0.5077737555615104,67.19765110688859,38.16999111333495,0.014109216546620541,1692979991.3136044,202748064.7532325,1490231926.5603719
Kiribati,1796.2971464148602,102351.0,,0.7890505981445309,,,,0.7979999999999999,0.000939363097842664,0.09119600859349576,0.08826577847818604,0.8985303184510787,KIR,0.2,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.2,0.2,,,,0.334,0.5356497092899941,0,3,40,0.2,1.5,Kiribati,,0.0,0.0,,,,0.0,0.0,0.0,0.09119600859349575,0.08826577847818606,,,,,,,,,,,,,14382.653417389516,,,,,,,,,,,
"Korea, Dem. Rep.",,24895480.0,,,0.0459999990463257,,,1.0,,,,,PRK,0.2,0.0,0.0,0.0,0.0,,2.0,0.053457437000000003,0.053457437000000003,0.2,0.2,,,,0.11271604938271605,0.5356497092899941,0,3,40,0.2,1.5,"Korea, Dem. Rep.",,0.0641489244,0.05078456515,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",32708.1074382641,50219669.0,,0.991911087036133,0.030999999046325694,0.3501086,0.5564819000000001,1.0,0.36637498757426396,,,0.8168125062128679,KOR,0.2,1.0,0.8666666666666666,1.0,0.0,0.2367936221973808,100.0,0.053743882,0.053743882,0.2,0.2,,,,0.12400000000000001,0.5356497092899941,0,3,40,0.2,1.5,"Korea, Rep.",1.178140037950221,0.0644926584,0.0510566879,,,,0.5,0.3416666666666667,0.3416666666666667,,,,,,,,,,,,0.07409213526577493,,,261888.39311034878,,,,,,,,,,,
Kosovo,8598.55955756445,1824000.0,,,,0.01993255,0.07123180000000001,,,0.19792748058848167,0.11673657822825766,,KSV,0.2,0.0,0.0,0.0,0.0,,10.0,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Kosovo,,,,,,,0.0,0.0,0.0,0.19792748058848164,0.11673657822825767,,,,,,,,,,,,,68847.24069848833,,,,,,,,,,,
Kuwait,82357.8241817504,3368572.0,,0.9407154083251948,0.030999999046325694,0.5218066,0.3411517,1.0,0.15692555335470998,,,0.921537223322645,KWT,0.2,0.0,0.0,0.0,0.9,0.3817374677052245,100.0,0.009902464,0.009902464,0.2,0.2,,,,0.3047499999999999,0.5356497092899941,0,3,40,0.2,1.5,Kuwait,1.3163690729444375,0.011882956799999999,0.0094073408,,,,0.45,0.1125,0.1125,,,,,,,,,,,,0.056249122466161955,,,659425.4429343997,,,,,,,,,,,
Kyrgyz Republic,3109.8128288413104,5719600.0,0.0768,0.970536422729492,0.08,0.001899116,0.01364074,0.991,0.3636490862788561,0.7217599301569062,0.4621961027620737,0.813675456860572,KGZ,0.2,0.0,0.0,0.0,0.0,0.5202256666410198,10.0,0.05578864099999999,0.05578864099999999,0.2,0.2,0.0768,0.21555063970284774,1.9227470670859566,0.172,0.5356497092899941,0,3,40,0.2,1.5,Kyrgyz Republic,1.4484415319709654,0.0669463692,0.05299920894999999,0.21555063970284774,0.63,0.17200000000000001,0.0,0.0,0.0,0.7217599301569062,0.4621961027620737,421.4552387460668,667.1826696172781,0.07468097171658883,69.67082916264283,398489274.47865194,1194.168126275063,3588.724004482872,421.4552387460668,667.1826696172781,0.09859604013664534,0.0006229774632960292,6.142311097536079e-05,24899.755699910416,0.0014352016644107398,0.5901123127167458,0.6014529548365941,0.6014529548365941,0.37440732809938415,115.83753742064724,11.80636764582895,0.003796488179717202,67527700.38708326,1273262.483969855,66254437.903113395
Lao PDR,4667.34005886512,6769727.0,0.0762,0.7333741760253909,0.0139999997615814,0.13250879999999998,0.2385275,0.415,0.399903039365661,0.03728431799420904,0.13347582175320616,0.5075484803171695,LAO,0.2,0.0,0.0,0.0,0.0,0.2472988860728427,10.0,0.152696924,0.152696924,0.2,0.2,0.0762,0.14179505701460193,0.7983701644390917,0.13,0.5356497092899941,0,3,40,0.2,1.5,Lao PDR,1.1881586246848066,0.1832363088,0.14506207780000002,0.14179505701460193,0.25500000000000006,0.12999999999999998,0.0,0.0,0.0,0.03728431799420906,0.13347582175320616,1771.6537009955118,2509.9014564151016,0.2347047475996078,395.9905757871284,2680748092.6516695,1778.2565624276108,5389.610932974498,1771.6537009955118,2509.9014564151016,0.2576924478063403,0.002615749797034072,0.0006740589680466479,37370.61798585735,0.012856164322721585,0.5608540536811216,0.5915753405273918,0.5915753405273918,0.583764974557199,669.3831683959328,70.60492354259996,0.015127443608591012,477976057.2392746,24821926.3957253,453154130.8435493
Latin America & Caribbean (all income levels),14599.7526966521,615332389.0,,0.719713363647461,0.06188337701883099,,,0.926026690713354,0.319945393069332,,,0.8030406488220111,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Latin America & Caribbean (all income levels),,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.17970978818311964,,,116897.79913898994,,,,,,,,,,,
Latin America & Caribbean (developing only),14146.6344808921,588019237.0,,0.7162669372558591,0.061483217285902315,0.04833948,0.12895769999999998,0.9238227181880442,0.32143880810634495,,,0.8011919550408495,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Latin America & Caribbean (developing only),,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.18134144166306457,,,113269.7567143894,,,,,,,,,,,
Latvia,21832.5707415661,2012647.0,0.0624,0.9028720855712892,0.11100000381469699,0.08001866999999999,0.1686562,1.0,0.36483897449818603,0.616317,0.230291,0.8175805127509069,LVA,0.2,0.0,0.0,0.0,0.7,0.2393699080806075,100.0,0.055000653,0.055000653,0.2,0.2,0.0624,0.12762721572718813,1.3897724185408724,0.11271604938271605,0.5356497092899941,0,3,40,0.2,1.5,Latvia,1.1805969722909644,0.06600078359999999,0.05225062035,0.12762721572718813,0.30500000000000005,0.11271604938271608,0.35,0.0875,0.0875,0.6498892625,0.2976405375000001,3176.3342983747375,8650.068009385433,0.03251236492724274,618.2209536700143,1244260547.7410932,6811.762071368623,25587.77290911547,3460.6141168514014,9419.157399036614,0.1301824684975003,0.00026654182322790226,3.469907250563268e-05,174809.77399162579,0.00030599453787001553,0.6527576981019216,0.6589012158256793,0.6461640760026768,0.47492680590294556,938.260453648294,9.470910193287146,0.00043379729787183894,19061598.987788796,177728.11525001522,18883870.87253878
Least developed countries: UN classification,2077.34176637156,898289508.0,,0.5499494934082029,0.057156724089638615,,,0.4823565212656139,0.454082115161734,,,0.51413720305194,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Least developed countries: UN classification,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.33102334254316523,,,16632.93109095078,,,,,,,,,,,
Lebanon,16622.935484094298,4467390.0,,0.932877197265625,0.065,0.06073539,0.25196470000000004,0.98,0.342708369037984,,,0.818645815481008,LBN,0.2,0.4,0.6666666666666667,0.4,0.2833333333333333,0.1676576124167707,50.0,0.003001347,0.003001347,0.2,0.2,,,,0.37999999999999995,0.5356497092899941,0,3,40,0.2,1.5,Lebanon,1.1122068906555516,0.0036016164,0.00285127965,,,,0.3416666666666667,0.2520833333333333,0.2520833333333333,,,,,,,,,,,,0.10449232908445566,,,133097.08826544983,,,,,,,,,,,
Lesotho,2493.6137341397307,2074465.0,0.0284,0.5675437164306639,0.24700000762939497,0.02873374,0.11368269999999997,0.615,0.14447772311793494,,,0.7352611384410326,LSO,0.2,0.0,0.0,0.0,0.0,0.1992120956582078,10.0,0.015776386,0.015776386,0.2,0.2,0.0284,0.557670567338836,0.1296992111423685,0.5549999999999999,0.5356497092899941,0,3,40,0.2,1.5,Lesotho,1.1422995500087147,0.0189316632,0.014987566699999998,0.557670567338836,0.6300000000000001,0.5549999999999999,0.0,0.0,0.0,,,,,,105.4037448096752,218656379.47660288,354.0931502478417,3028.4938801127028,,,0.3147317175858995,,,19965.95171715045,,,,,0.5187232243225067,,,,,,
Liberia,849.830924236094,4294077.0,0.0644,0.677655029296875,0.0370000004768372,0.0449625,0.2007491,0.611,0.26038407321742,0.04503793391523511,0.12573070699110653,0.67530796339129,LBR,0.2,0.0,0.0,0.0,0.0,0.4725120712732518,2.0,0.061802277999999995,0.061802277999999995,0.2,0.2,0.0644,0.6012497412276162,0.04781749878791186,0.59875,0.5356497092899941,0,3,40,0.2,1.5,Liberia,1.4029383633425727,0.07416273359999999,0.05871216409999999,0.6012497412276162,0.6300000000000001,0.5987499999999999,0.0,0.0,0.0,0.04503793391523514,0.12573070699110656,349.5774725162244,1110.355850975056,0.5127200506904046,64.56558500513134,277249593.56207937,273.64555760402226,993.8772658941119,349.5774725162244,1110.355850975056,0.22801233592955739,0.008958476122323958,0.002042643067020249,6804.455304659628,0.09130077518741685,0.482398680190405,0.5683000866040299,0.5683000866040299,0.5611613244498561,113.61178104151551,66.9213947472317,0.07874671636288923,287365621.99200845,43436754.042304516,243928867.94970393
Libya,20371.2174108149,6201521.0,,,0.196000003814697,,,0.998,0.297477305624893,,,0.8502613471875535,LBY,0.2,0.0,0.0,0.0,0.0,,50.0,0.025946105,0.025946105,0.2,0.2,,,,0.5050000000000001,0.5356497092899941,0,3,40,0.2,1.5,Libya,,0.031135325999999998,0.02464879975,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,163108.96017109984,,,,,,,,,,,
Liechtenstein,,36925.0,,0.7939875030517579,,,,,,,,,LIE,0.2,0.0,0.0,0.0,0.0,,100.0,0.075982594,0.075982594,0.2,0.2,,,,0.11000000000000001,0.5356497092899941,0,3,40,0.2,1.5,Liechtenstein,,0.0911791128,0.07218346429999999,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,24469.622500843598,2957689.0,0.0703,0.9749952697753912,0.118000001907349,0.13165970000000002,0.2553146,1.0,0.326323027699747,0.810897,0.314705,0.8368384861501265,LTU,0.2,0.0,0.0,0.0,0.6833333333333332,0.3129644244946807,100.0,0.071094604,0.071094604,0.2,0.2,0.0703,0.15364587628865978,1.7986432853696908,0.12725,0.5356497092899941,0,3,40,0.2,1.5,Lithuania,1.2507820770750986,0.0853135248,0.0675398738,0.15364587628865978,0.4299999999999999,0.12725,0.3416666666666666,0.08541666666666665,0.08541666666666665,0.8270495479166666,0.37324061458333335,2290.5985391893596,7538.227114430389,0.03323405238916166,826.3698875109992,2444145126.22252,8601.072309046524,28436.76004879286,2476.662287737555,8169.320144246453,0.10205541532727712,0.00019529617547219962,1.9931032299644123e-05,195924.21019339995,0.00016602152701906598,0.7223243596602367,0.7259327487844282,0.7164082988875224,0.4279332900970758,1138.3559825545171,11.4404266789466,0.0004675358877543856,33837224.14362689,168194.46677002218,33669029.676856875
Low & middle income,8276.254754103109,5818700658.0,,0.7221597290039059,0.055440902497651504,0.10466980000000001,0.2243035,0.676631514447313,0.3566326976289221,,,0.6599994084091955,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Low & middle income,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.2244272550281834,,,66266.59957672501,,,,,,,,,,,
Low income,1871.89230701395,848667515.0,,0.568959808349609,0.0506697639661888,0.07760552999999999,0.14163670000000003,0.505368452687856,0.45303183294818,,,0.526168309869838,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Low income,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.3185138819155806,,,14987.931334296869,,,,,,,,,,,
Lower middle income,5809.9533811969895,2561101967.0,,0.7052120971679691,0.0534456489991845,0.07680661999999999,0.13385729999999998,0.5792469566343429,0.543442772745201,,,0.5179020919445709,,0.2,0.0,0.0,0.0,0.0,,,,,0.2,0.2,,,,,0.5356497092899941,0,3,40,0.2,1.5,Lower middle income,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.27677715329554814,,,46519.33340746266,,,,,,,,,,,
Luxembourg,88849.9952652285,543360.0,,,0.05900000095367429,0.45424849999999994,0.5654266,0.999,0.107979552136205,0.45704362,0.38161411799999995,0.9455102239318977,LUX,0.2,0.0,0.0,0.0,1.0,0.24723066038615737,100.0,0.04766686,0.04766686,0.2,0.2,,,,0.1280246913580247,0.5356497092899941,0,3,40,0.2,1.5,Luxembourg,1.188093559688088,0.057200232,0.045283516999999995,,,,0.5,0.125,0.125,0.5249131675,0.4589123532499999,,,,,,,,,,,,,711407.1803693365,,,,,,,,,,,
"Macao SAR, China",138024.90667496802,566375.0,,0.982737731933594,0.0179999995231628,,,1.0,,,,,MAC,0.2,0.0,0.0,0.0,0.0,0.5273653779200463,100.0,0.0,0.0,0.2,0.2,,,,0.1280246913580247,0.5356497092899941,0,3,40,0.2,1.5,"Macao SAR, China",1.4552504819941918,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,1105142.5426108863,,,,,,,,,,,
"Macedonia, FYR",11608.968970793701,2107158.0,0.0541,0.9749305725097659,0.29,0.04312311,0.1010828,0.983,0.31104098775023403,,,0.8359795061248829,MKD,0.2,0.6000000000000001,0.6666666666666667,0.6,0.0,0.2639321665831752,50.0,0.119992437,0.119992437,0.2,0.2,0.0541,0.14130497104094053,2.219985798434311,0.11864197530864197,0.5356497092899941,0,3,40,0.2,1.5,"Macedonia, FYR",1.2040213355551825,0.1439909244,0.11399281514999998,0.12434837451602766,0.4004000000000001,0.10440493827160494,0.3,0.2416666666666667,0.2416666666666667,,,,,,632.3511334991485,1332463749.7617989,3140.2261065996963,13726.154686842203,,,0.15969664045511706,,,92951.08973111578,,,,,0.36474037403708853,,,,,,
Madagascar,1368.63241207592,22924851.0,0.065,0.3796979904174799,0.0359999990463257,0.00467687,0.01990471,0.443,0.300554385077365,0.07554764626798254,0.1054161434005338,0.5712228074613175,MDG,0.2,0.0,0.0,0.0,0.0,0.2940729838426214,2.0,0.039037123,0.039037123,0.2,0.2,0.065,0.3312354463130659,0.901970356773224,0.305,0.5356497092899941,0,3,40,0.2,1.5,Madagascar,1.2327658198008749,0.0468445476,0.03708526684999999,0.3312354463130659,0.63,0.30499999999999994,0.0,0.0,0.0,0.0755476462679825,0.10541614340053385,882.5600917139899,1490.623524861665,0.24882387835532427,58.148137417066806,1333037386.2137814,444.805533924674,1599.5891316137315,882.5600917139899,1490.623524861665,0.36169306705584275,0.0036828745622990255,0.001332070196019879,10958.412798228417,0.04691718500162965,0.43416175991945305,0.5160254771214088,0.5160254771214088,0.499249243074989,112.68462507207934,66.96598225031912,0.04892912199028384,1535185165.1572104,243546045.27306876,1291639119.8841414
Malawi,754.981975267971,16362567.0,0.0541,0.597333717346191,0.0759999990463257,0.05031624,0.10417769999999997,0.7140000000000001,0.116801020483576,0.03189209342110269,0.03962894099199903,0.7985994897582119,MWI,0.2,0.8,0.6666666666666667,0.6,0.0,0.25307656921941635,2.0,0.020351262,0.020351262,0.2,0.2,0.0541,0.32689771931190154,0.9272083063965972,0.305,0.5356497092899941,0,3,40,0.2,1.5,Malawi,1.1936686452245198,0.024421514399999997,0.019333698899999998,0.27459408422199727,0.5291999999999999,0.25619999999999993,0.3,0.2416666666666667,0.2416666666666667,0.26585150417766956,0.27171861358559923,314.8553577646854,662.8872701112164,0.15927568038750906,16.06312927025706,262834028.91424227,204.22262430998617,892.6718130074672,413.5848628379472,868.5691705351798,0.22668893064730758,0.0010740713073955554,0.00024348007611245403,6045.0154966440805,0.011546314509436063,0.5067998290208715,0.5435390864201594,0.49148369771652334,0.4846522384986213,29.552850331429806,15.847607231133788,0.020990709381517203,259307535.1091111,17527288.314614892,241780246.79449624
Malaysia,22589.3714474966,29716965.0,0.0454,0.991196517944336,0.032000000476837195,0.2476379,0.4278625,0.9868,0.36112726994644295,0.1471422500216373,0.05773081708127114,0.8128363650267786,MYS,0.2,1.0,0.8,0.8,0.7,0.2505940745612133,50.0,0.098445539,0.098445539,0.2,0.2,0.0454,0.12977298330472772,0.9649698535574178,0.12225,0.5356497092899941,0,3,40,0.2,1.5,Malaysia,1.1913011570446703,0.11813464679999999,0.09352326205,0.10381838664378218,0.20400000000000004,0.09779999999999998,0.75,0.3875,0.3875,0.4776246281382528,0.4228601254622786,2293.4979235965397,6487.367995618436,0.051142068674380425,885.6970465743207,26320228133.65246,5127.787318581728,26954.767479725317,3594.9176221249268,9969.1935240698,0.07598903916857419,0.0004136228376420525,3.143080201059873e-05,180869.3517631312,0.00027249066912473713,0.5674762601622362,0.5704998372261314,0.5021662148041838,0.4764260526329679,1552.4930749861956,31.215298638963613,0.0013818577781819139,927623937.1186293,4916289.676486528,922707647.4421428
Maldives,11282.814960828799,345023.0,0.06509999999999999,0.8284738159179691,0.11600000381469698,,,0.988,0.37484262211941793,0.031145207668181806,0.016503814270041425,0.8065786889402909,MDV,0.2,0.4,0.6,0.6,0.0,0.326357971697339,50.0,0.0,0.0,0.2,0.2,0.06509999999999999,,,0.334,0.5356497092899941,0,3,40,0.2,1.5,Maldives,1.2635551416953053,0.0,0.0,,,,0.3,0.22499999999999998,0.22499999999999998,0.24913753594284094,0.23779045605928206,,,,,,3672.5562697497735,13185.379633598555,,,0.160315832985479,,,90339.62865109376,,,,,,,,,,,
Mali,1589.1673480781,15301650.0,0.0797,0.6159251022338871,0.08199999809265139,0.026048720000000004,0.05730599,0.5870000000000001,0.600787761506963,0.024631705730870014,0.05299713321707195,0.4931061192465186,MLI,0.2,0.0,0.0,0.0,0.0,0.6438448659589122,2.0,0.067079945,0.067079945,0.2,0.2,0.0797,0.17863508155937982,2.5267428687605387,0.12925925925925924,0.5356497092899941,0,3,40,0.2,1.5,Mali,1.5663338272153693,0.080495934,0.06372594775,0.17863508155937982,0.63,0.12925925925925924,0.0,0.0,0.0,0.024631705730870035,0.052997133217072,604.6541026910593,348.80833589159323,0.15624855782516534,28.68705725505999,438959309.6468887,633.2831882091228,1828.1383880453443,604.6541026910593,348.80833589159323,0.3243229255374152,0.004062936007779949,0.0013177032923144994,12724.199465137131,0.04307061373111718,0.25400210674813084,0.3240189234081611,0.3240189234081611,0.31886050461033255,88.53512922429964,56.47011676857104,0.03553440538333776,864085962.2518051,186719182.2043028,677366780.0475023
Malta,28821.6623967794,423374.0,,0.94463493347168,0.065,0.3354295,0.5232763,1.0,0.316249257335749,0.55387408,0.357368205,0.8418753713321255,MLT,0.2,0.0,0.0,0.0,0.7,0.22391636903978407,100.0,0.0,0.0,0.2,0.2,,,,0.12400000000000001,0.5356497092899941,0,3,40,0.2,1.5,Malta,1.1658593490315976,0.0,0.0,,,,0.35,0.0875,0.0875,0.592910098,0.4135984870625,,,,,,,,,,0.09282989839873147,,,230770.27205283372,,,,,,,,,,,
Marshall Islands,3775.8601550871504,52634.0,,0.834678192138672,,,,0.99,0.12367055785780302,,,0.9331647210710984,MHL,0.2,0.4,0.4,0.6,0.0,,50.0,0.0,0.0,0.2,0.2,,,,0.1280246913580247,0.5356497092899941,0,3,40,0.2,1.5,Marshall Islands,,0.0,0.0,,,,0.3,0.175,0.175,,,,,,,,,,,,,,,30232.686207589606,,,,,,,,,,,
Mauritania,2945.22956949672,3889880.0,0.0602,0.641279296875,0.31,0.03011628,0.08601067999999999,0.6509999999999999,0.4630876250644671,,,0.5939561874677663,MRT,0.2,0.6000000000000001,0.6666666666666667,0.6,0.0,0.23810597085800642,10.0,0.067780199,0.067780199,0.2,0.2,0.0602,0.1667428208478931,2.778273611999772,0.12925925925925924,0.5356497092899941,0,3,40,0.2,1.5,Mauritania,1.1793915894617641,0.0813362388,0.06439118904999999,0.14673368234614592,0.5544,0.1137481481481481,0.3,0.2416666666666667,0.2416666666666667,,,,,,118.72203633375335,461814474.69394046,886.5141004185127,3459.9084367662717,,,0.3582548385524112,,,23581.964830965353,,,,,0.3408700298187428,,,,,,
Mauritius,17145.783120153603,1258653.0,0.0739,0.958068084716797,0.08300000190734863,0.1841016,0.3910466,0.992,0.4653395951211429,0.20302770408423365,0.10934859764325706,0.7633302024394285,MUS,0.2,0.8,0.8,0.6,0.0,0.29481279169257346,50.0,0.0,0.0,0.2,0.2,0.0739,,,0.13,0.5356497092899941,0,3,40,0.2,1.5,Mauritius,1.2334713545879623,0.0,0.0,,,,0.3,0.275,0.275,0.42219508546106943,0.3542777332913615,,,,,,6335.366862896755,19848.387184467814,,,0.12053390491704102,,,137283.44259694286,,,,,,,,,,,
Mexico,16290.8128214269,122332399.0,0.0486,0.9575267028808591,0.0490000009536743,0.028012490000000004,0.09345214,0.96,0.44147349287612,0.5340229455306378,0.2547689062898621,0.7592632535619399,MEX,0.2,0.8,0.8,0.8,0.6666666666666667,0.36826304497677287,50.0,0.056970901,0.056970901,0.2,0.2,0.0486,0.3944490230213585,0.5971645592487296,0.37925000000000003,0.5356497092899941,0,3,40,0.2,1.5,Mexico,1.3035188795172374,0.0683650812,0.05412235594999999,0.3313371793379411,0.5292,0.31856999999999996,0.7333333333333334,0.38333333333333336,0.38333333333333336,0.7126474830772267,0.540440825545415,1801.4953693340403,8192.226223700505,0.07261659810683341,803.4348333016408,98286110597.9548,3958.6675156067363,19373.849147881938,2775.8126091298136,12720.838745787762,0.1107366815036251,0.001056366854477046,0.00011697855991521093,130437.83717286777,0.0011942166985360783,0.5852821189301122,0.5949073795179548,0.5620310626310776,0.4803315770689928,1350.5208725981056,27.454617433736363,0.0016852822345135529,3358589214.2961926,54340049.40620033,3304249164.8899927
