country,gdp_pc_pp,pop,share1,plgp,unemp,axfin_p,axfin_r,bashs,ophe,social_p,social_r,axhealth,pov_head,shew,prepare_scaleup,finance_pre,rating,avg_prod_k,protection,fa,pe,v,pv,v_s,peref,faref,protectionref,share1_ref,H,alpha,T_rebuild_K,T_rebuild_L,pi,income_elast,original_country
Euro area,36770.1038826781,337301537.0,,0.959092864990234,0.12073712728652698,0.4012561,0.4156437000000001,,0.13795663178911702,,,,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Euro area
Europe & Central Asia (all income levels),27339.6260580812,899372723.0,,0.9504695129394529,0.0959883483317746,,,,0.17036491797765302,,,,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Europe & Central Asia (all income levels)
Europe & Central Asia (developing only),13645.9213896471,272357073.0,,0.9480947113037108,0.09724344667449653,0.02438396,0.06565853999999999,0.968777688687362,0.29499037901421105,,,0.8368936548365755,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Europe & Central Asia (developing only)
European Union,34295.059805254,507048450.0,,0.951437072753906,0.109194301592306,,,,0.13628002762516497,,,,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,European Union
Faeroe Islands,,49469.0,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,,,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,,,0.5356497092899943,1,3,40,0.2,1.5,Faeroe Islands
Fiji,7501.810430476,881065.0,0.062,0.965088272094727,0.0810000038146973,,,0.996,0.20889977092240106,0.193288704870383,0.12634736653352485,0.8935501145387995,0.2,0.6000000000000001,0.5333333333333333,0.4,0.325,0.33613901941237423,25.83,0.1082365339865798,0.1679728080635645,0.1435674804987734,1.820973096365372,0.1225,0.1679728080635645,0.1082365339865798,25.83,0.062,0.5356497092899943,1,3,40,0.2,1.5,Fiji
Finland,38820.8218247281,5438972.0,0.0918,0.9955172729492192,0.08199999809265139,0.4118611,0.6638473000000001,0.999,0.18540314596854002,0.57169229,0.33561739799999996,0.90679842701573,0.2,0.8,0.8666666666666666,0.8,0.9833333333333333,0.21799096857432496,48.24,0.02965226992345247,0.1679728080635645,0.1421560448119706,0.7938034245204821,0.12824999999999998,0.1679728080635645,0.02965226992345247,48.24,0.0918,0.5356497092899943,1,3,40,0.2,1.5,Finland
Fragile and conflict affected situations,3380.73108850607,446374282.0,,0.6464202880859379,0.0811781688369576,,,0.598068792472636,0.48059108702094505,,,0.5587388527258454,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Fragile and conflict affected situations
France,37216.8018998205,65939866.0,0.0781,0.998382568359375,0.10399999618530302,0.4022605,0.5575401999999999,1.0,0.0739863036312876,0.49639142,0.37605085,0.9630068481843562,0.2,1.0,0.7333333333333333,1.0,0.9166666666666667,0.2234491797478895,122.61,0.0714014429531207,0.1679728080635645,0.15732684457506135,2.050973286195859,0.12400000000000003,0.1679728080635645,0.0714014429531207,122.61,0.0781,0.5356497092899943,1,3,40,0.2,1.5,France
French Polynesia,,276831.0,,,,,,0.99,,,,,0.2,0.0,0.0,0.0,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,French Polynesia
Gabon,18646.3698144321,1671711.0,0.05860000000000001,0.598094902038574,0.196000003814697,0.01964613,0.13129620000000003,0.893,0.389006879405873,0.22083996445867293,0.12165273695354185,0.7519965602970635,0.2,0.0,0.0,0.0,0.38333333333333336,0.3299123735952057,16.85,0.09396234844893878,0.72,0.2153855386483947,1.9249874618018858,0.16124999999999998,0.72,0.09396234844893878,16.85,0.05860000000000001,0.5356497092899943,1,3,40,0.2,1.5,Gabon
"Gambia, The",1608.12799895875,1849285.0,0.0479,0.7296015167236329,0.07,,,0.5660000000000001,0.21046925313761103,,,0.6777653734311946,0.2,0.0,0.0,0.0,0.0,0.40009313154805115,1.82,0.03933432158493084,0.1679728080635645,0.6005559849248532,0.04902792714459614,0.59875,0.1679728080635645,0.03933432158493084,1.82,0.0479,0.5356497092899943,1,3,40,0.2,1.5,"Gambia, The"
Georgia,6930.291380152889,4487200.0,0.0528,0.998204498291016,0.14300000190734902,0.0015679239999999998,0.01637902,0.998,0.6190708447251999,0.9832011784414144,0.5428108927360503,0.6894645776374,0.2,0.4,0.6666666666666667,0.8,0.4,0.3632651483124993,23.4,0.08371570212028312,0.1679728080635645,0.15596560062109865,3.0393522513372417,0.12375,0.1679728080635645,0.08371570212028312,23.4,0.0528,0.5356497092899943,1,3,40,0.2,1.5,Georgia
Germany,42883.6868079517,80651873.0,0.08289999999999999,0.962423629760742,0.053000001907348604,0.5698233,0.5140285,1.0,0.128850979073437,0.64378774,0.383320503,0.9355745104632816,0.2,0.8,0.7333333333333333,0.8,1.0,0.27301744639675013,106.88,0.0720767912654576,0.1679728080635645,0.1333916144712874,0.5368282392603201,0.12549999999999997,0.1679728080635645,0.0720767912654576,106.88,0.08289999999999999,0.5356497092899943,1,3,40,0.2,1.5,Germany
Ghana,3864.0307887795,25904598.0,0.0524,0.837136611938477,0.0459999990463257,0.04551203,0.2401777,0.684,0.361868838884229,,,0.6610655805578856,0.2,0.8,0.8,0.6,0.26666666666666666,0.40793501657637044,8.16,0.025936311688255692,0.23,0.6241706764031685,0.009339310251522015,0.6237500000000001,0.23,0.025936311688255692,8.16,0.0524,0.5356497092899943,1,3,40,0.2,1.5,Ghana
Greece,24305.0596068933,11027549.0,0.0645,0.9441726684570309,0.272999992370605,0.12937169999999998,0.24796239999999997,1.0,0.263867458319883,0.38459209,0.49652266799999994,0.8680662708400585,0.2,0.8,0.8666666666666666,0.8,0.2,0.23679175031633581,25.34,0.017597576249905544,0.1679728080635645,0.17499675207858476,2.6000668156234674,0.13675000000000007,0.1679728080635645,0.017597576249905544,25.34,0.0645,0.5356497092899943,1,3,40,0.2,1.5,Greece
Greenland,,56483.0,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,,45.72,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,45.72,,0.5356497092899943,1,3,40,0.2,1.5,Greenland
Grenada,11271.7784894489,105897.0,,,,,,0.99,0.504833692941407,,,0.7425831535292965,0.2,0.6000000000000001,0.6666666666666667,0.4,0.0,0.6246030930419383,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Grenada
Guam,,165124.0,,,,,,0.994,,,,,0.2,0.0,0.0,0.0,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Guam
Guatemala,7062.530674821691,15468203.0,0.0387,0.667277297973633,0.0279999995231628,0.05336335,0.1347752,0.523,0.5082508508966079,0.21925287935117188,0.10471864953838116,0.507374574551696,0.2,0.8,0.6,0.6,0.4666666666666666,0.6475627728005022,8.04,0.032325331712589875,0.1679728080635645,0.13177255814122119,3.211802577325731,0.11099999999999999,0.1679728080635645,0.032325331712589875,8.04,0.0387,0.5356497092899943,1,3,40,0.2,1.5,Guatemala
Guinea,1212.88813283302,11745189.0,0.0755,0.5858071136474611,0.0179999995231628,0.01277901,0.02541692,0.453,0.5644130483134371,,,0.4442934758432815,0.2,0.0,0.0,0.0,0.0,0.3510694892836516,3.41,0.02160955117769452,1.12,0.6195200193774979,0.01691629050669352,0.617,1.12,0.02160955117769452,3.41,0.0755,0.5356497092899943,1,3,40,0.2,1.5,Guinea
Guinea-Bissau,1361.89181999599,1704255.0,0.0728,,0.07099999904632573,,,0.43,0.43332407385886895,,,0.4983379630705656,0.2,0.2,0.2,0.2,0.0,,1.41,0.018015581396311015,0.1679728080635645,0.6067277219993397,0.038357037525781124,0.6045000000000001,0.1679728080635645,0.018015581396311015,1.41,0.0728,0.5356497092899943,1,3,40,0.2,1.5,Guinea-Bissau
Guyana,6335.95019984798,799613.0,,0.921871871948242,0.11100000381469699,,,0.919,0.31320846109108097,,,0.8028957694544595,0.2,0.0,0.0,0.0,0.0,,8.24,0.098063379566123,0.42,,,,0.42,0.098063379566123,8.24,,0.5356497092899943,1,3,40,0.2,1.5,Guyana
Haiti,1648.3991533882001,10317461.0,0.0238,,0.07,0.09045759,0.24003520000000003,0.373,0.297119104279104,0.01029806614756764,0.015753787709690964,0.537940447860448,0.2,0.6000000000000001,0.5333333333333333,0.4,0.0,,1.71,0.01913487334560882,-0.48,0.11347466306519234,2.128451677323324,0.11074074074074078,-0.48,0.01913487334560882,1.71,0.0238,0.5356497092899943,1,3,40,0.2,1.5,Haiti
Heavily indebted poor countries (HIPC),1933.0463959370402,673564609.0,,0.547599182128906,0.0616879492228603,,,0.523784855061193,0.433798275707215,,,0.544993289676989,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Heavily indebted poor countries (HIPC)
High income,39386.7190390732,1306396050.0,,0.9430687713623052,0.0772488205788821,0.34167709999999996,0.4637011,,0.14502986715762806,,,,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,High income
High income: OECD,40651.0411673828,1054701323.0,,0.9418286895751948,0.0815184286936759,0.3776466,0.5158542,,0.135354525690927,,,,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,High income: OECD
High income: nonOECD,34662.4502279002,251694727.0,,0.94831169128418,0.058049161852464115,0.131747,0.2143467,0.9884729868819642,0.396342184101558,,,0.7960654013902031,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,High income: nonOECD
Honduras,4445.2710541232,8097688.0,0.0261,0.696548690795898,0.041999998092651404,0.0431121,0.118058,0.8290000000000001,0.458577996512573,0.2579741926798659,0.13477151366151952,0.6852110017437136,0.2,0.4,0.33333333333333337,0.8,0.275,0.3635926941047578,7.2,0.04325052661464394,-0.66,0.24550723457378548,1.5661158258481294,0.24250000000000002,-0.66,0.04325052661464394,7.2,0.0261,0.5356497092899943,1,3,40,0.2,1.5,Honduras
"Hong Kong SAR, China",51508.863393328895,7187500.0,,0.989971389770508,0.0329999995231628,0.22198310000000002,0.5649668000000001,1.0,,,,,0.2,0.0,0.0,0.0,0.9666666666666667,0.2576228373482557,200.0,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,200.0,,0.5356497092899943,1,3,40,0.2,1.5,"Hong Kong SAR, China"
Hungary,22706.6118964343,9893899.0,0.0825,0.980723037719727,0.101999998092651,0.0918939,0.2239262,0.991,0.27493289491964995,0.912333,0.525706,0.858033552540175,0.2,1.0,1.0,0.8,0.5,0.22126941170098394,100.0,0.09877804612886447,0.1679728080635645,0.3832951673787685,0.6436419073800641,0.3562499999999999,0.1679728080635645,0.09877804612886447,100.0,0.0825,0.5356497092899943,1,3,40,0.2,1.5,Hungary
Iceland,40789.4181051148,323764.0,0.0956,0.9791737365722659,0.055999999046325716,,,,0.18095332150331306,0.31120709,0.24556603800000001,,0.2,0.0,0.0,0.0,0.5666666666666667,0.26715489528229863,11.23,0.008194052722232954,0.1679728080635645,0.1282501938834844,0.013643691783462808,0.1280246913580247,0.1679728080635645,0.008194052722232954,11.23,0.0956,0.5356497092899943,1,3,40,0.2,1.5,Iceland
India,5243.95705971261,1252139596.0,0.08539999999999999,0.6137311172485349,0.0359999990463257,0.106086,0.1227241,0.523,0.582127675457295,,,0.4704361622713525,0.2,0.8,0.7333333333333333,0.8,0.55,0.4525301642355351,100.0,0.08479572786387997,0.1679728080635645,0.4389939274129843,0.4350995780570932,0.41725,0.1679728080635645,0.08479572786387997,100.0,0.08539999999999999,0.5356497092899943,1,3,40,0.2,1.5,India
Indonesia,9254.42217970391,249865631.0,0.07629999999999999,0.8897506713867191,0.06300000190734861,0.07181267,0.2072208,0.831,0.45812714364556,,,0.68643642817722,0.2,0.6000000000000001,0.6666666666666667,0.6,0.5333333333333333,0.30997681866727844,100.0,0.0644947034323651,0.33,0.12553467759250458,0.03557042956680223,0.12500000000000006,0.33,0.0644947034323651,100.0,0.07629999999999999,0.5356497092899943,1,3,40,0.2,1.5,Indonesia
"Iran, Islamic Rep.",15090.047220074799,77447168.0,0.0643,0.9617577362060552,0.131999998092651,0.1211886,0.2492838,0.964,0.521103369137571,,,0.7214483154312146,0.2,0.4,0.6,0.8,0.0,0.31799517747918205,17.79,0.04368433750480298,0.1679728080635645,0.329892867237288,0.9097108866765784,0.3047499999999999,0.1679728080635645,0.04368433750480298,17.79,0.0643,0.5356497092899943,1,3,40,0.2,1.5,"Iran, Islamic Rep."
Iraq,14471.473317625,33417476.0,0.08800000000000001,,0.16,0.0292944,0.07414198,0.909,0.365307279090228,0.13105041321080904,0.08987146573864697,0.771846360454886,0.2,0.0,0.0,0.0,0.0,0.5840924714508963,27.69,0.24086888785759994,0.1679728080635645,0.5181571059328332,0.21584745782037906,0.505,0.1679728080635645,0.24086888785759994,27.69,0.08800000000000001,0.5356497092899943,1,3,40,0.2,1.5,Iraq
Ireland,44647.2359111421,4597558.0,0.0762,0.998382568359375,0.13100000381469698,0.4951397,0.5241702,1.0,0.16838536504729798,0.78696066,0.48333248799999995,0.9158073174763509,0.2,0.0,0.0,0.0,0.7,0.31125054927451323,200.0,0.03555792087175875,0.1679728080635645,0.12772843675750684,0.01778431882639997,0.12750000000000003,0.1679728080635645,0.03555792087175875,200.0,0.0762,0.5356497092899943,1,3,40,0.2,1.5,Ireland
Isle of Man,,85888.0,,,,,,,,,,,0.2,0.0,0.0,0.0,0.95,,100.0,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,100.0,,0.5356497092899943,1,3,40,0.2,1.5,Isle of Man
Israel,30926.8490945208,8059500.0,0.0461,0.989402618408203,0.06300000190734861,0.1858163,0.290902,,0.26346112463844396,,,,0.2,0.0,0.0,0.0,0.7833333333333333,0.3584782813615938,100.0,0.008807388501902946,0.1679728080635645,0.4529327876493166,0.39093485209946377,0.44249999999999995,0.1679728080635645,0.008807388501902946,100.0,0.0461,0.5356497092899943,1,3,40,0.2,1.5,Israel
Italy,33923.5598171182,60233948.0,0.0607,0.993345489501953,0.121999998092651,0.11888060000000003,0.17877559999999998,0.99,0.18008038358482603,0.43236375,0.413812555,0.9049598082075868,0.2,1.0,0.8666666666666666,0.8,0.6,0.2046119687179293,62.59,0.04766468506187956,0.1679728080635645,0.14999939521026234,2.2000129022330914,0.12400000000000003,0.1679728080635645,0.04766468506187956,62.59,0.0607,0.5356497092899943,1,3,40,0.2,1.5,Italy
Jamaica,8607.498562766179,2714734.0,0.0535,0.860790634155273,0.15,0.2945098,0.3105106,0.991,0.253651313039636,0.26651858938195394,0.1474314747293658,0.868674343480182,0.2,0.8,0.6,0.6,0.2,0.38100911347268046,0.5,0.0005963410341568684,0.1679728080635645,0.26748198257264955,1.3552988277589448,0.24250000000000005,0.1679728080635645,0.0005963410341568684,0.5,0.0535,0.5356497092899943,1,3,40,0.2,1.5,Jamaica
Japan,35614.3100226829,127338621.0,0.0737,0.998382568359375,0.04,0.4561238,0.5513969,0.998,0.14378354821940598,,,0.927108225890297,0.2,0.8,0.8,0.8,0.8166666666666668,0.21044253355545398,200.0,0.07320319274620732,0.1679728080635645,0.12453054699610389,0.04392057319130904,0.12400000000000003,0.1679728080635645,0.07320319274620732,200.0,0.0737,0.5356497092899943,1,3,40,0.2,1.5,Japan
Jordan,11404.7388595369,6460000.0,0.0823,0.9789906311035159,0.12600000381469698,0.01290732,0.1260008,0.996,0.23512147294390304,0.24754125076743594,0.20254922683467025,0.8804392635280485,0.2,0.6000000000000001,0.4,0.6,0.375,0.17572272222131016,16.64,0.003988062543257742,1.55,0.49347398654392655,0.276663040360529,0.44250000000000006,1.55,0.003988062543257742,16.64,0.0823,0.5356497092899943,1,3,40,0.2,1.5,Jordan
Kazakhstan,22469.6790194365,17035275.0,0.0945,0.9927625274658198,0.051999998092651385,0.049583800000000004,0.07945224000000001,0.999,0.463364618003791,,,0.7678176909981045,0.2,0.8,0.6,1.0,0.6166666666666667,0.3305707553557686,15.47,0.05316952191177236,0.1679728080635645,0.1344198586824556,1.269009973597067,0.11271604938271601,0.1679728080635645,0.05316952191177236,15.47,0.0945,0.5356497092899943,1,3,40,0.2,1.5,Kazakhstan
Kenya,2705.3232181398107,44353691.0,0.0484,0.7763126373291019,0.0919999980926514,0.10053339999999998,0.3215924000000001,0.438,0.44642551639243605,0.05486851859573319,0.07183448406098354,0.4957872418037821,0.2,0.8,0.4666666666666667,0.4,0.35,0.46296027315172006,2.1,0.018816828448511267,0.64,0.5162914238892937,0.2202410709326219,0.5050000000000002,0.64,0.018816828448511267,2.1,0.0484,0.5356497092899943,1,3,40,0.2,1.5,Kenya
Kiribati,1796.2971464148602,102351.0,,0.7890505981445309,,,,0.7979999999999999,0.000939363097842664,0.09119600859349576,0.08826577847818604,0.8985303184510787,0.2,0.0,0.0,0.0,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Kiribati
"Korea, Dem. Rep.",,24895480.0,,,0.0459999990463257,,,1.0,,,,,0.2,0.0,0.0,0.0,0.0,,3.26,0.06594596209866932,0.1679728080635645,,,,0.1679728080635645,0.06594596209866932,3.26,,0.5356497092899943,1,3,40,0.2,1.5,"Korea, Dem. Rep."
"Korea, Rep.",32708.1074382641,50219669.0,,0.991911087036133,0.030999999046325694,0.3501086,0.5564819000000001,1.0,0.36637498757426396,,,0.8168125062128679,0.2,1.0,0.8666666666666666,1.0,0.8333333333333333,0.2367936221973808,189.0,0.06986805834634184,0.1679728080635645,,,,0.1679728080635645,0.06986805834634184,189.0,,0.5356497092899943,1,3,40,0.2,1.5,"Korea, Rep."
Kosovo,8598.55955756445,1824000.0,,,,0.01993255,0.07123180000000001,,,0.19792748058848167,0.11673657822825766,,0.2,0.0,0.0,0.0,0.0,,,0.022584710402120282,0.1679728080635645,,,,0.1679728080635645,0.022584710402120282,,,0.5356497092899943,1,3,40,0.2,1.5,Kosovo
Kuwait,82357.8241817504,3368572.0,,0.9407154083251948,0.030999999046325694,0.5218066,0.3411517,1.0,0.15692555335470998,,,0.921537223322645,0.2,0.0,0.0,0.0,0.9,0.3817374677052245,62.53,0.007447696304068064,0.1679728080635645,,,,0.1679728080635645,0.007447696304068064,62.53,,0.5356497092899943,1,3,40,0.2,1.5,Kuwait
Kyrgyz Republic,3109.8128288413104,5719600.0,0.0768,0.970536422729492,0.08,0.001899116,0.01364074,0.991,0.3636490862788561,0.7217599301569062,0.4621961027620737,0.813675456860572,0.2,0.6000000000000001,0.6,0.6,0.0,0.5202256666410198,3.11,0.05226313149431831,0.17,0.21426042595140787,1.9403469968965603,0.17200000000000001,0.17,0.05226313149431831,3.11,0.0768,0.5356497092899943,1,3,40,0.2,1.5,Kyrgyz Republic
Lao PDR,4667.34005886512,6769727.0,0.0762,0.7333741760253909,0.0139999997615814,0.13250879999999998,0.2385275,0.415,0.399903039365661,0.03728431799420904,0.13347582175320616,0.5075484803171695,0.2,0.0,0.0,0.0,0.0,0.2472988860728427,6.82,0.1858338961143098,0.1679728080635645,0.14142183787534118,0.8031161511617066,0.13,0.1679728080635645,0.1858338961143098,6.82,0.0762,0.5356497092899943,1,3,40,0.2,1.5,Lao PDR
Latin America & Caribbean (all income levels),14599.7526966521,615332389.0,,0.719713363647461,0.06188337701883099,,,0.926026690713354,0.319945393069332,,,0.8030406488220111,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Latin America & Caribbean (all income levels)
Latin America & Caribbean (developing only),14146.6344808921,588019237.0,,0.7162669372558591,0.061483217285902315,0.04833948,0.12895769999999998,0.9238227181880442,0.32143880810634495,,,0.8011919550408495,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Latin America & Caribbean (developing only)
Latvia,21832.5707415661,2012647.0,0.0624,0.9028720855712892,0.11100000381469699,0.08001866999999999,0.1686562,1.0,0.36483897449818603,0.616317,0.230291,0.8175805127509069,0.2,0.0,0.0,0.0,0.7,0.2393699080806075,59.74,0.05813304985866859,0.1679728080635645,0.1271469196842572,1.3987997566705022,0.11271604938271611,0.1679728080635645,0.05813304985866859,59.74,0.0624,0.5356497092899943,1,3,40,0.2,1.5,Latvia
Least developed countries: UN classification,2077.34176637156,898289508.0,,0.5499494934082029,0.057156724089638615,,,0.4823565212656139,0.454082115161734,,,0.51413720305194,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Least developed countries: UN classification
Lebanon,16622.935484094298,4467390.0,,0.932877197265625,0.065,0.06073539,0.25196470000000004,0.98,0.342708369037984,,,0.818645815481008,0.2,0.4,0.6666666666666667,0.4,0.2833333333333333,0.1676576124167707,17.91,0.004839649643313453,0.1679728080635645,,,,0.1679728080635645,0.004839649643313453,17.91,,0.5356497092899943,1,3,40,0.2,1.5,Lebanon
Lesotho,2493.6137341397307,2074465.0,0.0284,0.5675437164306639,0.24700000762939497,0.02873374,0.11368269999999997,0.615,0.14447772311793494,,,0.7352611384410326,0.2,0.6000000000000001,0.26666666666666666,0.4,0.4,0.1992120956582078,10.34,0.022905123527444192,-0.11,0.5568520020125147,0.13135985454505272,0.555,-0.11,0.022905123527444192,10.34,0.0284,0.5356497092899943,1,3,40,0.2,1.5,Lesotho
Liberia,849.830924236094,4294077.0,0.0644,0.677655029296875,0.0370000004768372,0.0449625,0.2007491,0.611,0.26038407321742,0.04503793391523511,0.12573070699110653,0.67530796339129,0.2,0.0,0.0,0.0,0.0,0.4725120712732518,6.06,0.06371096829492359,-0.43,0.5998191966054143,0.05031650131471177,0.5987499999999999,-0.43,0.06371096829492359,6.06,0.0644,0.5356497092899943,1,3,40,0.2,1.5,Liberia
Libya,20371.2174108149,6201521.0,,,0.196000003814697,,,0.998,0.297477305624893,,,0.8502613471875535,0.2,0.0,0.0,0.0,0.0,,25.39,0.02481477830056722,0.1679728080635645,,,,0.1679728080635645,0.02481477830056722,25.39,,0.5356497092899943,1,3,40,0.2,1.5,Libya
Liechtenstein,,36925.0,,0.7939875030517579,,,,,,,,,0.2,0.0,0.0,0.0,1.0,,19.08,0.08866022553917023,0.1679728080635645,,,,0.1679728080635645,0.08866022553917023,19.08,,0.5356497092899943,1,3,40,0.2,1.5,Liechtenstein
Lithuania,24469.622500843598,2957689.0,0.0703,0.9749952697753912,0.118000001907349,0.13165970000000002,0.2553146,1.0,0.326323027699747,0.810897,0.314705,0.8368384861501265,0.2,0.0,0.0,0.0,0.6833333333333332,0.3129644244946807,49.75,0.08022328388743118,0.1679728080635645,0.15280425340955606,1.8140577922754901,0.12725,0.1679728080635645,0.08022328388743118,49.75,0.0703,0.5356497092899943,1,3,40,0.2,1.5,Lithuania
Low & middle income,8276.254754103109,5818700658.0,,0.7221597290039059,0.055440902497651504,0.10466980000000001,0.2243035,0.676631514447313,0.3566326976289221,,,0.6599994084091955,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Low & middle income
Low income,1871.89230701395,848667515.0,,0.568959808349609,0.0506697639661888,0.07760552999999999,0.14163670000000003,0.505368452687856,0.45303183294818,,,0.526168309869838,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Low income
Lower middle income,5809.9533811969895,2561101967.0,,0.7052120971679691,0.0534456489991845,0.07680661999999999,0.13385729999999998,0.5792469566343429,0.543442772745201,,,0.5179020919445709,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Lower middle income
Luxembourg,88849.9952652285,543360.0,,,0.05900000095367429,0.45424849999999994,0.5654266,0.999,0.107979552136205,0.45704362,0.38161411799999995,0.9455102239318977,0.2,0.0,0.0,0.0,1.0,0.24723066038615737,62.94,0.025058644459746662,0.1679728080635645,,,,0.1679728080635645,0.025058644459746662,62.94,,0.5356497092899943,1,3,40,0.2,1.5,Luxembourg
"Macao SAR, China",138024.90667496802,566375.0,,0.982737731933594,0.0179999995231628,,,1.0,,,,,0.2,0.0,0.0,0.0,0.875,0.5273653779200463,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,"Macao SAR, China"
"Macedonia, FYR",11608.968970793701,2107158.0,0.0541,0.9749305725097659,0.29,0.04312311,0.1010828,0.983,0.31104098775023403,,,0.8359795061248829,0.2,0.6000000000000001,0.6666666666666667,0.6,0.45,0.2639321665831752,24.46,0.12060126446835667,0.1679728080635645,0.14056719863593642,2.236886019038,0.11864197530864196,0.1679728080635645,0.12060126446835667,24.46,0.0541,0.5356497092899943,1,3,40,0.2,1.5,"Macedonia, FYR"
Madagascar,1368.63241207592,22924851.0,0.065,0.3796979904174799,0.0359999990463257,0.00467687,0.01990471,0.443,0.300554385077365,0.07554764626798254,0.1054161434005338,0.5712228074613175,0.2,0.8,0.6666666666666667,0.4,0.0,0.2940729838426214,2.18,0.05063647963397895,-0.16,0.3222784810126581,0.9548311076197966,0.3049999999999999,-0.16,0.05063647963397895,2.18,0.065,0.5356497092899943,1,3,40,0.2,1.5,Madagascar
Malawi,754.981975267971,16362567.0,0.0541,0.597333717346191,0.0759999990463257,0.05031624,0.10417769999999997,0.7140000000000001,0.116801020483576,0.03189209342110269,0.03962894099199903,0.7985994897582119,0.2,0.8,0.6666666666666667,0.6,0.0,0.25307656921941635,2.84,0.02283077842331048,0.1,0.32470002928406816,0.9402523658192716,0.30499999999999994,0.1,0.02283077842331048,2.84,0.0541,0.5356497092899943,1,3,40,0.2,1.5,Malawi
Malaysia,22589.3714474966,29716965.0,0.0454,0.991196517944336,0.032000000476837195,0.2476379,0.4278625,0.9868,0.36112726994644295,0.1471422500216373,0.05773081708127114,0.8128363650267786,0.2,1.0,0.8,0.8,0.7,0.2505940745612133,34.87,0.10812063479528926,0.1679728080635645,0.12952536054279207,0.9687264249363288,0.12224999999999996,0.1679728080635645,0.10812063479528926,34.87,0.0454,0.5356497092899943,1,3,40,0.2,1.5,Malaysia
Maldives,11282.814960828799,345023.0,0.06509999999999999,0.8284738159179691,0.11600000381469698,,,0.988,0.37484262211941793,0.031145207668181806,0.016503814270041425,0.8065786889402909,0.2,0.4,0.6,0.6,0.0,0.326357971697339,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,0.06509999999999999,0.5356497092899943,1,3,40,0.2,1.5,Maldives
Mali,1589.1673480781,15301650.0,0.0797,0.6159251022338871,0.08199999809265139,0.026048720000000004,0.05730599,0.5870000000000001,0.600787761506963,0.024631705730870014,0.05299713321707195,0.4931061192465186,0.2,0.6000000000000001,0.6,0.4,0.0,0.6438448659589122,6.97,0.09112497029457714,-0.39,0.15225514914466012,3.1377910930383486,0.1292592592592592,-0.39,0.09112497029457714,6.97,0.0797,0.5356497092899943,1,3,40,0.2,1.5,Mali
