country,gdp_pc_pp,pop,share1,plgp,unemp,axfin_p,axfin_r,bashs,ophe,social_p,social_r,axhealth,pov_head,shew,prepare_scaleup,finance_pre,rating,avg_prod_k,protection,fa,pe,v,pv,v_s,peref,faref,protectionref,share1_ref,H,alpha,T_rebuild_K,T_rebuild_L,pi,income_elast,original_country
Sweden,43540.494391932596,9600379.0,0.0952,0.955790405273438,0.0810000038146973,0.5881995,0.6711391999999999,1.0,0.16321608740173402,0.45691392,0.347844955,0.918391956299133,0.2,0.8,0.7333333333333333,0.8,1.0,0.357367643802592,53.62,0.03404651566690384,0.1679728080635645,0.12824926964251512,0.013650996706374263,0.1280246913580247,0.1679728080635645,0.03404651566690384,53.62,0.0952,0.5356497092899943,1,3,40,0.2,1.5,Sweden
Switzerland,54992.722930141914,8087875.0,0.076,,0.0440000009536743,,,1.0,0.258776788961965,0.47970301,0.305041573,0.8706116055190175,0.2,0.8,0.9333333333333333,1.0,1.0,0.28308540003621385,30.0,0.07127524943194104,0.1679728080635645,0.1564454141295883,2.0681628008757236,0.12399999999999999,0.1679728080635645,0.07127524943194104,30.0,0.076,0.5356497092899943,1,3,40,0.2,1.5,Switzerland
Syrian Arab Republic,4959.392523364486,22845550.0,0.0768,0.9316371154785159,0.108000001907349,0.04674114,0.05367074,0.962,0.5393816275425789,0.0449077463751928,0.12255292524153776,0.7113091862287106,0.2,0.6000000000000001,0.6666666666666667,0.6,0.0,0.270750756517352,9.03,0.05528907896355716,0.1679728080635645,0.4030205696939671,0.5631956465110188,0.38,0.1679728080635645,0.05528907896355716,9.03,0.0768,0.5356497092899943,1,3,40,0.2,1.5,Syrian Arab Republic
Tajikistan,2431.65906854526,8207834.0,0.08349999999999999,0.9798800659179692,0.106999998092651,0.0,0.0047790770000000005,0.8740000000000001,0.6011518097910941,,,0.6364240951044531,0.2,0.6000000000000001,0.6,0.6,0.0,0.3854263244630784,2.65,0.07494478340376348,-0.16,0.1258957584575683,1.4226392035502666,0.11271604938271607,-0.16,0.07494478340376348,2.65,0.08349999999999999,0.5356497092899943,1,3,40,0.2,1.5,Tajikistan
Tanzania,2364.7027567607893,49253126.0,0.0739,0.6665309906005861,0.035,0.0399119,0.17232039999999998,0.489,0.332157395899406,0.04670887958789026,0.055755721231879295,0.5784213020502971,0.2,0.6000000000000001,0.6666666666666667,0.6,0.0,0.41320436712274966,1.97,0.01994023261418108,-0.1,0.32628031897220067,0.9308550450867878,0.305,-0.1,0.01994023261418108,1.97,0.0739,0.5356497092899943,1,3,40,0.2,1.5,Tanzania
Thailand,13931.811471326699,67010502.0,0.0676,0.936392364501953,0.00699999988079071,0.35081870000000004,0.47387429999999997,0.996,0.112679239376333,0.29254505240321776,0.5114841293292219,0.9416603803118336,0.2,0.6000000000000001,0.6666666666666667,1.0,0.65,0.24033636299972685,22.49,0.17032805698914133,0.1679728080635645,0.25136886010808135,1.5062770294185137,0.21790123456790111,0.1679728080635645,0.17032805698914133,22.49,0.0676,0.5356497092899943,1,3,40,0.2,1.5,Thailand
Timor-Leste,2039.73507491863,1180069.0,0.0909,0.8355914306640629,0.0440000009536743,,,0.293,0.08214999467951291,0.008066780168074229,0.07302472708200894,0.6054250026602436,0.2,0.6000000000000001,0.4,0.8,0.0,,2.78,0.0070543013612510905,0.1679728080635645,0.12554328891900987,0.03549939721481432,0.12500000000000003,0.1679728080635645,0.0070543013612510905,2.78,0.0909,0.5356497092899943,1,3,40,0.2,1.5,Timor-Leste
Togo,1345.9142762919698,6816982.0,0.0484,0.638565788269043,0.06900000095367427,0.01588689,0.04994747,0.594,0.405344111968626,,0.00048544190249847323,0.594327944015687,0.2,0.6000000000000001,0.6,0.2,0.0,0.3708920312086315,2.21,0.02331605318040952,0.21,0.6241311946407277,0.009403159799840743,0.62375,0.21,0.02331605318040952,2.21,0.0484,0.5356497092899943,1,3,40,0.2,1.5,Togo
Tonga,5134.057037002261,105323.0,,0.9039115142822268,,,,0.98,0.12367095366748,,,0.92816452316626,0.2,0.6000000000000001,0.6,0.6,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Tonga
Trinidad and Tobago,29469.3529907208,1341151.0,,0.893873672485352,0.058000001907348615,0.428774,0.4546623,1.0,0.43813752550102003,,,0.78093123724949,0.2,0.6000000000000001,0.6666666666666667,0.8,0.7,1.0787654875020773,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Trinidad and Tobago
Tunisia,10767.6416787227,10886500.0,0.0675,0.9413144683837892,0.133000001907349,,,0.986,0.3531952616822021,,,0.8164023691588991,0.2,0.6000000000000001,0.5333333333333333,0.4,0.4,0.24926564326912068,18.49,0.0404330802674736,0.1679728080635645,0.16986645244091403,2.7087958861043373,0.1292592592592592,0.1679728080635645,0.0404330802674736,18.49,0.0675,0.5356497092899943,1,3,40,0.2,1.5,Tunisia
Turkey,18567.1347101229,74932641.0,0.058,0.9002465057373051,0.1,0.02105567,0.05568721,0.95,0.149821542045561,0.2914336039117214,0.2039548719407596,0.9000892289772195,0.2,0.6000000000000001,0.8,0.8,0.5333333333333333,0.4121669094199699,18.17,0.029053408461022487,0.1679728080635645,0.3243052024390951,0.9426145348942243,0.30135802469135803,0.1679728080635645,0.029053408461022487,18.17,0.058,0.5356497092899943,1,3,40,0.2,1.5,Turkey
Turkmenistan,13554.9311521902,5240072.0,,,0.10600000381469699,0.0,0.001987934,0.995,0.345130099161268,,,0.8249349504193659,0.2,0.0,0.0,0.0,0.0,0.2097792243773684,16.65,0.06339865245365142,0.1679728080635645,,,,0.1679728080635645,0.06339865245365142,16.65,,0.5356497092899943,1,3,40,0.2,1.5,Turkmenistan
Turks and Caicos Islands,,33098.0,,0.44014518737793,,,,1.0,,,,,0.2,0.8,0.7333333333333333,0.6,0.0,,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Turks and Caicos Islands
Tuvalu,3528.22765345742,9876.0,,,,,,0.979,0.0007756964390428392,,,0.9891121517804786,0.2,0.0,0.0,0.0,0.0,,0.5,,0.1679728080635645,,,,0.1679728080635645,,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Tuvalu
Uganda,1620.57693909325,37578876.0,0.0581,0.24837799072265598,0.0379999995231628,0.086366,0.2165355,0.574,0.38394849761063693,0.4820507960439505,0.11868131619167735,0.5950257511946815,0.2,0.0,0.0,0.0,0.33333333333333337,0.5735745521051661,1.5,0.005528611190306575,0.65,0.2733432000734707,1.3047948506883111,0.22999999999999998,0.65,0.005528611190306575,1.5,0.0581,0.5356497092899943,1,3,40,0.2,1.5,Uganda
Ukraine,8508.01478731021,45489600.0,0.1021,0.993542861938477,0.0790000009536743,0.014264940000000004,0.08083077000000001,0.99,0.4280769239430471,0.4945787511353011,0.3007949956438002,0.7809615380284765,0.2,0.0,0.0,0.0,0.06666666666666667,0.2458541924399426,9.34,0.03942413210103664,0.1679728080635645,0.4080230032644683,0.5440305937644718,0.37725000000000003,0.1679728080635645,0.03942413210103664,9.34,0.1021,0.5356497092899943,1,3,40,0.2,1.5,Ukraine
United Arab Emirates,57044.577654875895,9346129.0,,0.919590072631836,0.0379999995231628,0.13683370000000006,0.2298127,1.0,0.18769839520512802,,,0.906150802397436,0.2,0.0,0.0,0.0,0.9,,35.03,0.005275170673192804,0.1679728080635645,,,,0.1679728080635645,0.005275170673192804,35.03,,0.5356497092899943,1,3,40,0.2,1.5,United Arab Emirates
United Kingdom,36931.4742257195,64106779.0,0.0577,0.998382568359375,0.075,0.4119409000000001,0.49589160000000004,1.0,0.092887860292756,0.68410164,0.41424028799999996,0.953556069853622,0.2,1.0,0.8,0.8,0.9666666666666667,0.30312817474804055,225.69,0.03970236878830578,0.1679728080635645,0.12816191129910784,0.01434192641370946,0.1280246913580247,0.1679728080635645,0.03970236878830578,225.69,0.0577,0.5356497092899943,1,3,40,0.2,1.5,United Kingdom
United States,51340.4876279117,316128839.0,0.047,0.998382568359375,0.07400000095367429,0.33614190000000005,0.6209439999999999,0.993,0.118166648737415,0.63,0.09,0.9374166756312924,0.2,0.8,0.7333333333333333,0.8,0.9833333333333333,0.3187368533465751,460.2,0.03695696893703195,0.1679728080635645,0.1349934069365105,0.8889811420192579,0.1277777777777778,0.1679728080635645,0.03695696893703195,460.2,0.047,0.5356497092899943,1,3,40,0.2,1.5,United States
Upper middle income,13187.342261841799,2408931176.0,,0.857615280151367,0.0585163816991614,0.1369391,0.32636609999999994,0.981275056264934,0.317831159708413,,,0.8317219482782605,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,Upper middle income
Uruguay,18965.8165353822,3407062.0,0.052300000000000006,0.9474363708496091,0.06599999904632571,0.01661895,0.08380116000000001,0.995,0.169927431180821,0.23173998070470125,0.2115162775501324,0.9125362844095894,0.2,0.6000000000000001,0.6666666666666667,0.6,0.5666666666666667,0.29188665397068997,46.9,0.017541884117561222,0.1679728080635645,0.3254879909647213,0.935555281571921,0.30499999999999994,0.1679728080635645,0.017541884117561222,46.9,0.052300000000000006,0.5356497092899943,1,3,40,0.2,1.5,Uruguay
Uzbekistan,5002.14912007417,30243200.0,0.07440000000000001,0.980783233642578,0.106999998092651,0.006892152,0.009112436,0.999,0.46095869979421705,,,0.7690206501028916,0.2,0.0,0.0,0.0,0.0,0.730183656731034,8.2,0.04642191618416965,0.1679728080635645,0.129877560613809,1.348365634206187,0.11271604938271607,0.1679728080635645,0.04642191618416965,8.2,0.07440000000000001,0.5356497092899943,1,3,40,0.2,1.5,Uzbekistan
Vanuatu,2894.9734613373,252763.0,,0.714520111083984,,,,0.894,0.07174706937212573,,,0.9111264653139372,0.2,0.6000000000000001,0.4666666666666667,0.4,0.0,,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Vanuatu
"Venezuela, RB",17614.5982099448,30405207.0,0.0422,0.951233291625977,0.075,0.06972021,0.1806533,0.957,0.688319225588857,,,0.6343403872055715,0.2,0.0,0.0,0.0,0.13333333333333333,0.3131698078545005,15.73,0.03348260034475498,0.1679728080635645,0.6003430459529463,0.04940001262108096,0.59875,0.1679728080635645,0.03348260034475498,15.73,0.0422,0.5356497092899943,1,3,40,0.2,1.5,"Venezuela, RB"
Vietnam,5124.60351980227,89708900.0,0.0703,0.9449783325195308,0.02,0.03995232,0.10271140000000001,0.929,0.4940927494442329,0.2442000471920311,0.2475653833673597,0.7174536252778836,0.2,0.8,0.5333333333333333,0.8,0.38333333333333336,0.2697045509948559,17.58,0.21090055076081826,0.1679728080635645,0.12542203556415452,0.036500479483159154,0.125,0.1679728080635645,0.21090055076081826,17.58,0.0703,0.5356497092899943,1,3,40,0.2,1.5,Vietnam
Virgin Islands (U.S.),,104737.0,,,,,,0.985,,,,,0.2,0.0,0.0,0.0,0.0,,0.5,0.0,0.1679728080635645,,,,0.1679728080635645,0.0,0.5,,0.5356497092899943,1,3,40,0.2,1.5,Virgin Islands (U.S.)
West Bank and Gaza,4484.4337874114,4169506.0,0.0771,0.9647193908691409,0.23399999618530298,0.005302937,0.08667673,0.99,,0.014591079566173278,0.0017812070065324113,,0.2,0.2,0.4666666666666667,0.2,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,0.0771,0.5356497092899943,1,3,40,0.2,1.5,West Bank and Gaza
World,13960.630059871799,7125096708.0,,0.744925765991211,0.0596906165139148,0.15994450000000002,0.2722361,0.6851132152558149,0.18575142273835998,,,0.7496808962587276,0.2,0.0,0.0,0.0,0.0,,,,0.1679728080635645,,,,0.1679728080635645,,,,0.5356497092899943,1,3,40,0.2,1.5,World
"Yemen, Rep.",3832.28473991896,24407381.0,0.0784,0.5949760818481451,0.173999996185303,0.0,0.016879240000000004,0.35700000000000004,0.740566725662277,0.10970581006083203,0.07832728932803425,0.3082166371688615,0.2,0.2,0.26666666666666666,0.2,0.0,0.2191314756601725,6.43,0.01983274670164713,0.1679728080635645,0.13,0.0,0.13,0.1679728080635645,0.01983274670164713,6.43,0.0784,0.5356497092899943,1,3,40,0.2,1.5,"Yemen, Rep."
Zambia,3799.54043558048,14538640.0,0.0358,0.5548900985717771,0.133000001907349,0.02737125,0.17678870000000002,0.465,0.27809090315279195,0.14486472615327964,0.1068065684921182,0.593454548423604,0.2,0.8,0.8666666666666666,0.8,0.33333333333333337,0.425750249346411,6.53,0.01859221189872716,0.68,0.32771747847006727,0.9223875483880921,0.30500000000000005,0.68,0.01859221189872716,6.53,0.0358,0.5356497092899943,1,3,40,0.2,1.5,Zambia
Zimbabwe,1773.31322559935,14149648.0,,0.6207205963134771,0.054000000953674285,0.1045292,0.2183384,0.662,,,,,0.2,0.0,0.0,0.0,0.0,19.14376169472781,1.99,0.011029259046778116,-1.0,,,,-1.0,0.011029259046778116,1.99,,0.5356497092899943,1,3,40,0.2,1.5,Zimbabwe
