country,H,T_rebuild_K,T_rebuild_L,alpha,avg_prod_k,axfin_p,axfin_r,axhealth,bashs,fa,faref,finance_pre,gdp_pc_pp,income_elast,ophe,original_country,pe,peref,pi,plgp,pop,pov_head,prepare_scaleup,protection,protectionref,pv,rating,share1,share1_ref,shew,social_p,social_r,unemp,v,v_s
Ecuador $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.25747347179967145,0.09387966,0.17696589999999998,0.7325310595278779,0.905,0.06925596070902182,0.06925596070902182,0.8,10540.6573666533,2.0,0.43993788094424396,Ecuador,0.1679728080635645,0.1679728080635645,0.2,0.8890049743652341,15737878.0,0.2,0.8,18.4,18.4,0.049347718601538304,0.3,0.043,0.043,0.6000000000000001,0.2792929608576753,0.17364544512629726,0.041999998092651404,0.6003729639204807,0.5987500000000001
"Egypt, Arab Rep. $(\eta=1)$",0.5356497092899943,3.0,40.0,1.0,0.4927783418827425,0.002091735,0.01016893,0.6046551882587154,0.789,0.2004021134886876,0.2004021134886876,0.6,10733.488722812801,1.0,0.5796896234825689,"Egypt, Arab Rep.",0.58,0.58,0.2,0.9609768676757808,82056378.0,0.2,0.6666666666666667,31.41,31.41,0.3341256794421712,0.26666666666666666,0.0925,0.0925,0.6000000000000001,0.10013164023017088,0.11927926539328736,0.126999998092651,0.4722193791093337,0.4425
"Egypt, Arab Rep. $(\eta=2)$",0.5356497092899943,3.0,40.0,1.0,0.4927783418827425,0.002091735,0.01016893,0.6046551882587154,0.789,0.2004021134886876,0.2004021134886876,0.6,10733.488722812801,2.0,0.5796896234825689,"Egypt, Arab Rep.",0.58,0.58,0.2,0.9609768676757808,82056378.0,0.2,0.6666666666666667,31.41,31.41,0.3341256794421712,0.26666666666666666,0.0925,0.0925,0.6000000000000001,0.10013164023017088,0.11927926539328736,0.126999998092651,0.4722193791093337,0.4425
El Salvador $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.13424357530792413,0.04984934,0.1816167,0.85531317705195,0.995,0.00899717179647867,0.00899717179647867,0.6,7515.082656377621,1.0,0.2843736458961,El Salvador,0.1679728080635645,0.1679728080635645,0.2,0.837892837524414,6340454.0,0.2,0.6666666666666667,6.82,6.82,0.9248016619480344,0.38333333333333336,0.057,0.057,0.6000000000000001,0.18429042105884488,0.1773739959750223,0.06300000190734861,0.3273064505578179,0.30500000000000005
El Salvador $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.13424357530792413,0.04984934,0.1816167,0.85531317705195,0.995,0.00899717179647867,0.00899717179647867,0.6,7515.082656377621,2.0,0.2843736458961,El Salvador,0.1679728080635645,0.1679728080635645,0.2,0.837892837524414,6340454.0,0.2,0.6666666666666667,6.82,6.82,0.9248016619480344,0.38333333333333336,0.057,0.057,0.6000000000000001,0.18429042105884488,0.1773739959750223,0.06300000190734861,0.3273064505578179,0.30500000000000005
Estonia $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2800603915970392,0.18928570000000003,0.3582999,0.9045642850580224,0.998,0.01820620931891829,0.01820620931891829,0.0,25253.7672011471,1.0,0.18887142988395497,Estonia,0.1679728080635645,0.1679728080635645,0.2,0.969785385131836,1317997.0,0.2,0.0,46.5,46.5,1.3595050266517807,0.8166666666666668,0.0717,0.0717,0.0,0.51851898,0.34896655,0.0880000019073486,0.1292643993358241,0.11271604938271605
Estonia $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2800603915970392,0.18928570000000003,0.3582999,0.9045642850580224,0.998,0.01820620931891829,0.01820620931891829,0.0,25253.7672011471,2.0,0.18887142988395497,Estonia,0.1679728080635645,0.1679728080635645,0.2,0.969785385131836,1317997.0,0.2,0.0,46.5,46.5,1.3595050266517807,0.8166666666666668,0.0717,0.0717,0.0,0.51851898,0.34896655,0.0880000019073486,0.1292643993358241,0.11271604938271605
Finland $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.21799096857432496,0.4118611,0.6638473000000001,0.90679842701573,0.999,0.02965226992345247,0.02965226992345247,0.8,38820.8218247281,1.0,0.18540314596854002,Finland,0.1679728080635645,0.1679728080635645,0.2,0.9955172729492192,5438972.0,0.2,0.8666666666666666,48.24,48.24,0.7938034245204821,0.9833333333333333,0.0918,0.0918,0.8,0.57169229,0.33561739799999996,0.08199999809265139,0.1421560448119706,0.12824999999999998
Finland $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.21799096857432496,0.4118611,0.6638473000000001,0.90679842701573,0.999,0.02965226992345247,0.02965226992345247,0.8,38820.8218247281,2.0,0.18540314596854002,Finland,0.1679728080635645,0.1679728080635645,0.2,0.9955172729492192,5438972.0,0.2,0.8666666666666666,48.24,48.24,0.7938034245204821,0.9833333333333333,0.0918,0.0918,0.8,0.57169229,0.33561739799999996,0.08199999809265139,0.1421560448119706,0.12824999999999998
France $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2234491797478895,0.4022605,0.5575401999999999,0.9630068481843562,1.0,0.0714014429531207,0.0714014429531207,1.0,37216.8018998205,1.0,0.0739863036312876,France,0.1679728080635645,0.1679728080635645,0.2,0.998382568359375,65939866.0,0.2,0.7333333333333333,122.61,122.61,2.050973286195859,0.9166666666666667,0.0781,0.0781,1.0,0.49639142,0.37605085,0.10399999618530302,0.15732684457506135,0.12400000000000003
France $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2234491797478895,0.4022605,0.5575401999999999,0.9630068481843562,1.0,0.0714014429531207,0.0714014429531207,1.0,37216.8018998205,2.0,0.0739863036312876,France,0.1679728080635645,0.1679728080635645,0.2,0.998382568359375,65939866.0,0.2,0.7333333333333333,122.61,122.61,2.050973286195859,0.9166666666666667,0.0781,0.0781,1.0,0.49639142,0.37605085,0.10399999618530302,0.15732684457506135,0.12400000000000003
Gabon $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.3299123735952057,0.01964613,0.13129620000000003,0.7519965602970635,0.893,0.09396234844893878,0.09396234844893878,0.0,18646.3698144321,1.0,0.389006879405873,Gabon,0.72,0.72,0.2,0.598094902038574,1671711.0,0.2,0.0,16.85,16.85,1.9249874618018858,0.38333333333333336,0.05860000000000001,0.05860000000000001,0.0,0.22083996445867293,0.12165273695354185,0.196000003814697,0.2153855386483947,0.16124999999999998
Gabon $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.3299123735952057,0.01964613,0.13129620000000003,0.7519965602970635,0.893,0.09396234844893878,0.09396234844893878,0.0,18646.3698144321,2.0,0.389006879405873,Gabon,0.72,0.72,0.2,0.598094902038574,1671711.0,0.2,0.0,16.85,16.85,1.9249874618018858,0.38333333333333336,0.05860000000000001,0.05860000000000001,0.0,0.22083996445867293,0.12165273695354185,0.196000003814697,0.2153855386483947,0.16124999999999998
Georgia $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.3632651483124993,0.0015679239999999998,0.01637902,0.6894645776374,0.998,0.08371570212028312,0.08371570212028312,0.8,6930.291380152889,1.0,0.6190708447251999,Georgia,0.1679728080635645,0.1679728080635645,0.2,0.998204498291016,4487200.0,0.2,0.6666666666666667,23.4,23.4,3.0393522513372417,0.4,0.0528,0.0528,0.4,0.9832011784414144,0.5428108927360503,0.14300000190734902,0.15596560062109865,0.12375
Georgia $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.3632651483124993,0.0015679239999999998,0.01637902,0.6894645776374,0.998,0.08371570212028312,0.08371570212028312,0.8,6930.291380152889,2.0,0.6190708447251999,Georgia,0.1679728080635645,0.1679728080635645,0.2,0.998204498291016,4487200.0,0.2,0.6666666666666667,23.4,23.4,3.0393522513372417,0.4,0.0528,0.0528,0.4,0.9832011784414144,0.5428108927360503,0.14300000190734902,0.15596560062109865,0.12375
Germany $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.27301744639675013,0.5698233,0.5140285,0.9355745104632816,1.0,0.0720767912654576,0.0720767912654576,0.8,42883.6868079517,1.0,0.128850979073437,Germany,0.1679728080635645,0.1679728080635645,0.2,0.962423629760742,80651873.0,0.2,0.7333333333333333,106.88,106.88,0.5368282392603201,1.0,0.08289999999999999,0.08289999999999999,0.8,0.64378774,0.383320503,0.053000001907348604,0.1333916144712874,0.12549999999999997
Germany $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.27301744639675013,0.5698233,0.5140285,0.9355745104632816,1.0,0.0720767912654576,0.0720767912654576,0.8,42883.6868079517,2.0,0.128850979073437,Germany,0.1679728080635645,0.1679728080635645,0.2,0.962423629760742,80651873.0,0.2,0.7333333333333333,106.88,106.88,0.5368282392603201,1.0,0.08289999999999999,0.08289999999999999,0.8,0.64378774,0.383320503,0.053000001907348604,0.1333916144712874,0.12549999999999997
Greece $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.23679175031633581,0.12937169999999998,0.24796239999999997,0.8680662708400585,1.0,0.017597576249905544,0.017597576249905544,0.8,24305.0596068933,1.0,0.263867458319883,Greece,0.1679728080635645,0.1679728080635645,0.2,0.9441726684570309,11027549.0,0.2,0.8666666666666666,25.34,25.34,2.6000668156234674,0.2,0.0645,0.0645,0.8,0.38459209,0.49652266799999994,0.272999992370605,0.17499675207858476,0.13675000000000007
Greece $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.23679175031633581,0.12937169999999998,0.24796239999999997,0.8680662708400585,1.0,0.017597576249905544,0.017597576249905544,0.8,24305.0596068933,2.0,0.263867458319883,Greece,0.1679728080635645,0.1679728080635645,0.2,0.9441726684570309,11027549.0,0.2,0.8666666666666666,25.34,25.34,2.6000668156234674,0.2,0.0645,0.0645,0.8,0.38459209,0.49652266799999994,0.272999992370605,0.17499675207858476,0.13675000000000007
Guatemala $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.6475627728005022,0.05336335,0.1347752,0.507374574551696,0.523,0.032325331712589875,0.032325331712589875,0.6,7062.530674821691,1.0,0.5082508508966079,Guatemala,0.1679728080635645,0.1679728080635645,0.2,0.667277297973633,15468203.0,0.2,0.6,8.04,8.04,3.211802577325731,0.4666666666666666,0.0387,0.0387,0.8,0.21925287935117188,0.10471864953838116,0.0279999995231628,0.13177255814122119,0.11099999999999999
Guatemala $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.6475627728005022,0.05336335,0.1347752,0.507374574551696,0.523,0.032325331712589875,0.032325331712589875,0.6,7062.530674821691,2.0,0.5082508508966079,Guatemala,0.1679728080635645,0.1679728080635645,0.2,0.667277297973633,15468203.0,0.2,0.6,8.04,8.04,3.211802577325731,0.4666666666666666,0.0387,0.0387,0.8,0.21925287935117188,0.10471864953838116,0.0279999995231628,0.13177255814122119,0.11099999999999999
Honduras $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.3635926941047578,0.0431121,0.118058,0.6852110017437136,0.8290000000000001,0.04325052661464394,0.04325052661464394,0.8,4445.2710541232,1.0,0.458577996512573,Honduras,-0.66,-0.66,0.2,0.696548690795898,8097688.0,0.2,0.33333333333333337,7.2,7.2,1.5661158258481294,0.275,0.0261,0.0261,0.4,0.2579741926798659,0.13477151366151952,0.041999998092651404,0.24550723457378548,0.24250000000000002
Honduras $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.3635926941047578,0.0431121,0.118058,0.6852110017437136,0.8290000000000001,0.04325052661464394,0.04325052661464394,0.8,4445.2710541232,2.0,0.458577996512573,Honduras,-0.66,-0.66,0.2,0.696548690795898,8097688.0,0.2,0.33333333333333337,7.2,7.2,1.5661158258481294,0.275,0.0261,0.0261,0.4,0.2579741926798659,0.13477151366151952,0.041999998092651404,0.24550723457378548,0.24250000000000002
Hungary $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.22126941170098394,0.0918939,0.2239262,0.858033552540175,0.991,0.09877804612886447,0.09877804612886447,0.8,22706.6118964343,1.0,0.27493289491964995,Hungary,0.1679728080635645,0.1679728080635645,0.2,0.980723037719727,9893899.0,0.2,1.0,100.0,100.0,0.6436419073800641,0.5,0.0825,0.0825,1.0,0.912333,0.525706,0.101999998092651,0.3832951673787685,0.3562499999999999
Hungary $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.22126941170098394,0.0918939,0.2239262,0.858033552540175,0.991,0.09877804612886447,0.09877804612886447,0.8,22706.6118964343,2.0,0.27493289491964995,Hungary,0.1679728080635645,0.1679728080635645,0.2,0.980723037719727,9893899.0,0.2,1.0,100.0,100.0,0.6436419073800641,0.5,0.0825,0.0825,1.0,0.912333,0.525706,0.101999998092651,0.3832951673787685,0.3562499999999999
Ireland $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.31125054927451323,0.4951397,0.5241702,0.9158073174763509,1.0,0.03555792087175875,0.03555792087175875,0.0,44647.2359111421,1.0,0.16838536504729798,Ireland,0.1679728080635645,0.1679728080635645,0.2,0.998382568359375,4597558.0,0.2,0.0,200.0,200.0,0.01778431882639997,0.7,0.0762,0.0762,0.0,0.78696066,0.48333248799999995,0.13100000381469698,0.12772843675750684,0.12750000000000003
Ireland $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.31125054927451323,0.4951397,0.5241702,0.9158073174763509,1.0,0.03555792087175875,0.03555792087175875,0.0,44647.2359111421,2.0,0.16838536504729798,Ireland,0.1679728080635645,0.1679728080635645,0.2,0.998382568359375,4597558.0,0.2,0.0,200.0,200.0,0.01778431882639997,0.7,0.0762,0.0762,0.0,0.78696066,0.48333248799999995,0.13100000381469698,0.12772843675750684,0.12750000000000003
Italy $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2046119687179293,0.11888060000000003,0.17877559999999998,0.9049598082075868,0.99,0.04766468506187956,0.04766468506187956,0.8,33923.5598171182,1.0,0.18008038358482603,Italy,0.1679728080635645,0.1679728080635645,0.2,0.993345489501953,60233948.0,0.2,0.8666666666666666,62.59,62.59,2.2000129022330914,0.6,0.0607,0.0607,1.0,0.43236375,0.413812555,0.121999998092651,0.14999939521026234,0.12400000000000003
Italy $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2046119687179293,0.11888060000000003,0.17877559999999998,0.9049598082075868,0.99,0.04766468506187956,0.04766468506187956,0.8,33923.5598171182,2.0,0.18008038358482603,Italy,0.1679728080635645,0.1679728080635645,0.2,0.993345489501953,60233948.0,0.2,0.8666666666666666,62.59,62.59,2.2000129022330914,0.6,0.0607,0.0607,1.0,0.43236375,0.413812555,0.121999998092651,0.14999939521026234,0.12400000000000003
Jamaica $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.38100911347268046,0.2945098,0.3105106,0.868674343480182,0.991,0.0005963410341568684,0.0005963410341568684,0.6,8607.498562766179,1.0,0.253651313039636,Jamaica,0.1679728080635645,0.1679728080635645,0.2,0.860790634155273,2714734.0,0.2,0.6,0.5,0.5,1.3552988277589448,0.2,0.0535,0.0535,0.8,0.26651858938195394,0.1474314747293658,0.15,0.26748198257264955,0.24250000000000005
Jamaica $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.38100911347268046,0.2945098,0.3105106,0.868674343480182,0.991,0.0005963410341568684,0.0005963410341568684,0.6,8607.498562766179,2.0,0.253651313039636,Jamaica,0.1679728080635645,0.1679728080635645,0.2,0.860790634155273,2714734.0,0.2,0.6,0.5,0.5,1.3552988277589448,0.2,0.0535,0.0535,0.8,0.26651858938195394,0.1474314747293658,0.15,0.26748198257264955,0.24250000000000005
Jordan $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.17572272222131016,0.01290732,0.1260008,0.8804392635280485,0.996,0.003988062543257742,0.003988062543257742,0.6,11404.7388595369,1.0,0.23512147294390304,Jordan,1.55,1.55,0.2,0.9789906311035159,6460000.0,0.2,0.4,16.64,16.64,0.276663040360529,0.375,0.0823,0.0823,0.6000000000000001,0.24754125076743594,0.20254922683467025,0.12600000381469698,0.49347398654392655,0.44250000000000006
Jordan $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.17572272222131016,0.01290732,0.1260008,0.8804392635280485,0.996,0.003988062543257742,0.003988062543257742,0.6,11404.7388595369,2.0,0.23512147294390304,Jordan,1.55,1.55,0.2,0.9789906311035159,6460000.0,0.2,0.4,16.64,16.64,0.276663040360529,0.375,0.0823,0.0823,0.6000000000000001,0.24754125076743594,0.20254922683467025,0.12600000381469698,0.49347398654392655,0.44250000000000006
Kenya $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.46296027315172006,0.10053339999999998,0.3215924000000001,0.4957872418037821,0.438,0.018816828448511267,0.018816828448511267,0.4,2705.3232181398107,1.0,0.44642551639243605,Kenya,0.64,0.64,0.2,0.7763126373291019,44353691.0,0.2,0.4666666666666667,2.1,2.1,0.2202410709326219,0.35,0.0484,0.0484,0.8,0.05486851859573319,0.07183448406098354,0.0919999980926514,0.5162914238892937,0.5050000000000002
Kenya $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.46296027315172006,0.10053339999999998,0.3215924000000001,0.4957872418037821,0.438,0.018816828448511267,0.018816828448511267,0.4,2705.3232181398107,2.0,0.44642551639243605,Kenya,0.64,0.64,0.2,0.7763126373291019,44353691.0,0.2,0.4666666666666667,2.1,2.1,0.2202410709326219,0.35,0.0484,0.0484,0.8,0.05486851859573319,0.07183448406098354,0.0919999980926514,0.5162914238892937,0.5050000000000002
Kyrgyz Republic $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.5202256666410198,0.001899116,0.01364074,0.813675456860572,0.991,0.05226313149431831,0.05226313149431831,0.6,3109.8128288413104,1.0,0.3636490862788561,Kyrgyz Republic,0.17,0.17,0.2,0.970536422729492,5719600.0,0.2,0.6,3.11,3.11,1.9403469968965603,0.0,0.0768,0.0768,0.6000000000000001,0.7217599301569062,0.4621961027620737,0.08,0.21426042595140787,0.17200000000000001
Kyrgyz Republic $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.5202256666410198,0.001899116,0.01364074,0.813675456860572,0.991,0.05226313149431831,0.05226313149431831,0.6,3109.8128288413104,2.0,0.3636490862788561,Kyrgyz Republic,0.17,0.17,0.2,0.970536422729492,5719600.0,0.2,0.6,3.11,3.11,1.9403469968965603,0.0,0.0768,0.0768,0.6000000000000001,0.7217599301569062,0.4621961027620737,0.08,0.21426042595140787,0.17200000000000001
Lao PDR $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2472988860728427,0.13250879999999998,0.2385275,0.5075484803171695,0.415,0.1858338961143098,0.1858338961143098,0.0,4667.34005886512,1.0,0.399903039365661,Lao PDR,0.1679728080635645,0.1679728080635645,0.2,0.7333741760253909,6769727.0,0.2,0.0,6.82,6.82,0.8031161511617066,0.0,0.0762,0.0762,0.0,0.03728431799420904,0.13347582175320616,0.0139999997615814,0.14142183787534118,0.13
Lao PDR $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2472988860728427,0.13250879999999998,0.2385275,0.5075484803171695,0.415,0.1858338961143098,0.1858338961143098,0.0,4667.34005886512,2.0,0.399903039365661,Lao PDR,0.1679728080635645,0.1679728080635645,0.2,0.7333741760253909,6769727.0,0.2,0.0,6.82,6.82,0.8031161511617066,0.0,0.0762,0.0762,0.0,0.03728431799420904,0.13347582175320616,0.0139999997615814,0.14142183787534118,0.13
Latvia $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2393699080806075,0.08001866999999999,0.1686562,0.8175805127509069,1.0,0.05813304985866859,0.05813304985866859,0.0,21832.5707415661,1.0,0.36483897449818603,Latvia,0.1679728080635645,0.1679728080635645,0.2,0.9028720855712892,2012647.0,0.2,0.0,59.74,59.74,1.3987997566705022,0.7,0.0624,0.0624,0.0,0.616317,0.230291,0.11100000381469699,0.1271469196842572,0.11271604938271611
Latvia $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2393699080806075,0.08001866999999999,0.1686562,0.8175805127509069,1.0,0.05813304985866859,0.05813304985866859,0.0,21832.5707415661,2.0,0.36483897449818603,Latvia,0.1679728080635645,0.1679728080635645,0.2,0.9028720855712892,2012647.0,0.2,0.0,59.74,59.74,1.3987997566705022,0.7,0.0624,0.0624,0.0,0.616317,0.230291,0.11100000381469699,0.1271469196842572,0.11271604938271611
Liberia $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.4725120712732518,0.0449625,0.2007491,0.67530796339129,0.611,0.06371096829492359,0.06371096829492359,0.0,849.830924236094,1.0,0.26038407321742,Liberia,-0.43,-0.43,0.2,0.677655029296875,4294077.0,0.2,0.0,6.06,6.06,0.05031650131471177,0.0,0.0644,0.0644,0.0,0.04503793391523511,0.12573070699110653,0.0370000004768372,0.5998191966054143,0.5987499999999999
Liberia $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.4725120712732518,0.0449625,0.2007491,0.67530796339129,0.611,0.06371096829492359,0.06371096829492359,0.0,849.830924236094,2.0,0.26038407321742,Liberia,-0.43,-0.43,0.2,0.677655029296875,4294077.0,0.2,0.0,6.06,6.06,0.05031650131471177,0.0,0.0644,0.0644,0.0,0.04503793391523511,0.12573070699110653,0.0370000004768372,0.5998191966054143,0.5987499999999999
Lithuania $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.3129644244946807,0.13165970000000002,0.2553146,0.8368384861501265,1.0,0.08022328388743118,0.08022328388743118,0.0,24469.622500843598,1.0,0.326323027699747,Lithuania,0.1679728080635645,0.1679728080635645,0.2,0.9749952697753912,2957689.0,0.2,0.0,49.75,49.75,1.8140577922754901,0.6833333333333332,0.0703,0.0703,0.0,0.810897,0.314705,0.118000001907349,0.15280425340955606,0.12725
Lithuania $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.3129644244946807,0.13165970000000002,0.2553146,0.8368384861501265,1.0,0.08022328388743118,0.08022328388743118,0.0,24469.622500843598,2.0,0.326323027699747,Lithuania,0.1679728080635645,0.1679728080635645,0.2,0.9749952697753912,2957689.0,0.2,0.0,49.75,49.75,1.8140577922754901,0.6833333333333332,0.0703,0.0703,0.0,0.810897,0.314705,0.118000001907349,0.15280425340955606,0.12725
Madagascar $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2940729838426214,0.00467687,0.01990471,0.5712228074613175,0.443,0.05063647963397895,0.05063647963397895,0.4,1368.63241207592,1.0,0.300554385077365,Madagascar,-0.16,-0.16,0.2,0.3796979904174799,22924851.0,0.2,0.6666666666666667,2.18,2.18,0.9548311076197966,0.0,0.065,0.065,0.8,0.07554764626798254,0.1054161434005338,0.0359999990463257,0.3222784810126581,0.3049999999999999
Madagascar $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2940729838426214,0.00467687,0.01990471,0.5712228074613175,0.443,0.05063647963397895,0.05063647963397895,0.4,1368.63241207592,2.0,0.300554385077365,Madagascar,-0.16,-0.16,0.2,0.3796979904174799,22924851.0,0.2,0.6666666666666667,2.18,2.18,0.9548311076197966,0.0,0.065,0.065,0.8,0.07554764626798254,0.1054161434005338,0.0359999990463257,0.3222784810126581,0.3049999999999999
Malawi $(H=65\%)$,0.65,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(\alpha=-70\%)$,0.5356497092899943,3.0,40.0,-0.7,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.0,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,2.0,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(\pi=40\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.4,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(fa= 1\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.01141538921165,0.01141538921165,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.3049999999999999
Malawi $(pe= 0\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.0,0.0,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30723863969137133
Malawi $(protection= 1yr)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,1.42,1.42,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(pv= 0\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.0,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.3247000292840681
Malawi $(v=16\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.162350014642,0.15249999999996797
