country,H,T_rebuild_K,T_rebuild_L,alpha,avg_prod_k,axfin_p,axfin_r,axhealth,bashs,fa,faref,finance_pre,gdp_pc_pp,income_elast,ophe,original_country,pe,peref,pi,plgp,pop,pov_head,prepare_scaleup,protection,protectionref,pv,rating,share1,share1_ref,shew,social_p,social_r,unemp,v,v_s
Sweden $(pe= 0\%)$,0.5356497092899943,3.0,40.0,1.0,0.357367643802592,0.5881995,0.6711391999999999,0.918391956299133,1.0,0.03404651566690384,0.03404651566690384,0.8,43540.494391932596,1.5,0.16321608740173402,Sweden,0.0,0.0,0.2,0.955790405273438,9600379.0,0.2,0.7333333333333333,53.62,53.62,0.013650996706374263,1.0,0.0952,0.0952,0.8,0.45691392,0.347844955,0.0810000038146973,0.12824926964251512,0.12806506370746587
Sweden $(protection=27yr)$,0.5356497092899943,3.0,40.0,1.0,0.357367643802592,0.5881995,0.6711391999999999,0.918391956299133,1.0,0.03404651566690384,0.03404651566690384,0.8,43540.494391932596,1.5,0.16321608740173402,Sweden,0.1679728080635645,0.1679728080635645,0.2,0.955790405273438,9600379.0,0.2,0.7333333333333333,26.81,26.81,0.013650996706374263,1.0,0.0952,0.0952,0.8,0.45691392,0.347844955,0.0810000038146973,0.12824926964251512,0.1280246913580247
Sweden $(pv= 0\%)$,0.5356497092899943,3.0,40.0,1.0,0.357367643802592,0.5881995,0.6711391999999999,0.918391956299133,1.0,0.03404651566690384,0.03404651566690384,0.8,43540.494391932596,1.5,0.16321608740173402,Sweden,0.1679728080635645,0.1679728080635645,0.2,0.955790405273438,9600379.0,0.2,0.7333333333333333,53.62,53.62,0.0,1.0,0.0952,0.0952,0.8,0.45691392,0.347844955,0.0810000038146973,0.12824926964251512,0.12824926964251512
Sweden $(v= 6\%)$,0.5356497092899943,3.0,40.0,1.0,0.357367643802592,0.5881995,0.6711391999999999,0.918391956299133,1.0,0.03404651566690384,0.03404651566690384,0.8,43540.494391932596,1.5,0.16321608740173402,Sweden,0.1679728080635645,0.1679728080635645,0.2,0.955790405273438,9600379.0,0.2,0.7333333333333333,53.62,53.62,0.013650996706374263,1.0,0.0952,0.0952,0.8,0.45691392,0.347844955,0.0810000038146973,0.0641246348215,0.06401234567925436
Syrian Arab Republic $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.270750756517352,0.04674114,0.05367074,0.7113091862287106,0.962,0.05528907896355716,0.05528907896355716,0.6,4959.392523364486,1.0,0.5393816275425789,Syrian Arab Republic,0.1679728080635645,0.1679728080635645,0.2,0.9316371154785159,22845550.0,0.2,0.6666666666666667,9.03,9.03,0.5631956465110188,0.0,0.0768,0.0768,0.6000000000000001,0.0449077463751928,0.12255292524153776,0.108000001907349,0.4030205696939671,0.38
Syrian Arab Republic $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.270750756517352,0.04674114,0.05367074,0.7113091862287106,0.962,0.05528907896355716,0.05528907896355716,0.6,4959.392523364486,2.0,0.5393816275425789,Syrian Arab Republic,0.1679728080635645,0.1679728080635645,0.2,0.9316371154785159,22845550.0,0.2,0.6666666666666667,9.03,9.03,0.5631956465110188,0.0,0.0768,0.0768,0.6000000000000001,0.0449077463751928,0.12255292524153776,0.108000001907349,0.4030205696939671,0.38
Tanzania $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.41320436712274966,0.0399119,0.17232039999999998,0.5784213020502971,0.489,0.01994023261418108,0.01994023261418108,0.6,2364.7027567607893,1.0,0.332157395899406,Tanzania,-0.1,-0.1,0.2,0.6665309906005861,49253126.0,0.2,0.6666666666666667,1.97,1.97,0.9308550450867878,0.0,0.0739,0.0739,0.6000000000000001,0.04670887958789026,0.055755721231879295,0.035,0.32628031897220067,0.305
Tanzania $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.41320436712274966,0.0399119,0.17232039999999998,0.5784213020502971,0.489,0.01994023261418108,0.01994023261418108,0.6,2364.7027567607893,2.0,0.332157395899406,Tanzania,-0.1,-0.1,0.2,0.6665309906005861,49253126.0,0.2,0.6666666666666667,1.97,1.97,0.9308550450867878,0.0,0.0739,0.0739,0.6000000000000001,0.04670887958789026,0.055755721231879295,0.035,0.32628031897220067,0.305
Thailand $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.24033636299972685,0.35081870000000004,0.47387429999999997,0.9416603803118336,0.996,0.17032805698914133,0.17032805698914133,1.0,13931.811471326699,1.0,0.112679239376333,Thailand,0.1679728080635645,0.1679728080635645,0.2,0.936392364501953,67010502.0,0.2,0.6666666666666667,22.49,22.49,1.5062770294185137,0.65,0.0676,0.0676,0.6000000000000001,0.29254505240321776,0.5114841293292219,0.00699999988079071,0.25136886010808135,0.21790123456790111
Thailand $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.24033636299972685,0.35081870000000004,0.47387429999999997,0.9416603803118336,0.996,0.17032805698914133,0.17032805698914133,1.0,13931.811471326699,2.0,0.112679239376333,Thailand,0.1679728080635645,0.1679728080635645,0.2,0.936392364501953,67010502.0,0.2,0.6666666666666667,22.49,22.49,1.5062770294185137,0.65,0.0676,0.0676,0.6000000000000001,0.29254505240321776,0.5114841293292219,0.00699999988079071,0.25136886010808135,0.21790123456790111
Turkey $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.4121669094199699,0.02105567,0.05568721,0.9000892289772195,0.95,0.029053408461022487,0.029053408461022487,0.8,18567.1347101229,1.0,0.149821542045561,Turkey,0.1679728080635645,0.1679728080635645,0.2,0.9002465057373051,74932641.0,0.2,0.8,18.17,18.17,0.9426145348942243,0.5333333333333333,0.058,0.058,0.6000000000000001,0.2914336039117214,0.2039548719407596,0.1,0.3243052024390951,0.30135802469135803
Turkey $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.4121669094199699,0.02105567,0.05568721,0.9000892289772195,0.95,0.029053408461022487,0.029053408461022487,0.8,18567.1347101229,2.0,0.149821542045561,Turkey,0.1679728080635645,0.1679728080635645,0.2,0.9002465057373051,74932641.0,0.2,0.8,18.17,18.17,0.9426145348942243,0.5333333333333333,0.058,0.058,0.6000000000000001,0.2914336039117214,0.2039548719407596,0.1,0.3243052024390951,0.30135802469135803
Uganda $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.5735745521051661,0.086366,0.2165355,0.5950257511946815,0.574,0.005528611190306575,0.005528611190306575,0.0,1620.57693909325,1.0,0.38394849761063693,Uganda,0.65,0.65,0.2,0.24837799072265598,37578876.0,0.2,0.0,1.5,1.5,1.3047948506883111,0.33333333333333337,0.0581,0.0581,0.0,0.4820507960439505,0.11868131619167735,0.0379999995231628,0.2733432000734707,0.22999999999999998
Uganda $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.5735745521051661,0.086366,0.2165355,0.5950257511946815,0.574,0.005528611190306575,0.005528611190306575,0.0,1620.57693909325,2.0,0.38394849761063693,Uganda,0.65,0.65,0.2,0.24837799072265598,37578876.0,0.2,0.0,1.5,1.5,1.3047948506883111,0.33333333333333337,0.0581,0.0581,0.0,0.4820507960439505,0.11868131619167735,0.0379999995231628,0.2733432000734707,0.22999999999999998
Ukraine $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2458541924399426,0.014264940000000004,0.08083077000000001,0.7809615380284765,0.99,0.03942413210103664,0.03942413210103664,0.0,8508.01478731021,1.0,0.4280769239430471,Ukraine,0.1679728080635645,0.1679728080635645,0.2,0.993542861938477,45489600.0,0.2,0.0,9.34,9.34,0.5440305937644718,0.06666666666666667,0.1021,0.1021,0.0,0.4945787511353011,0.3007949956438002,0.0790000009536743,0.4080230032644683,0.37725000000000003
Ukraine $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2458541924399426,0.014264940000000004,0.08083077000000001,0.7809615380284765,0.99,0.03942413210103664,0.03942413210103664,0.0,8508.01478731021,2.0,0.4280769239430471,Ukraine,0.1679728080635645,0.1679728080635645,0.2,0.993542861938477,45489600.0,0.2,0.0,9.34,9.34,0.5440305937644718,0.06666666666666667,0.1021,0.1021,0.0,0.4945787511353011,0.3007949956438002,0.0790000009536743,0.4080230032644683,0.37725000000000003
United Kingdom $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.30312817474804055,0.4119409000000001,0.49589160000000004,0.953556069853622,1.0,0.03970236878830578,0.03970236878830578,0.8,36931.4742257195,1.0,0.092887860292756,United Kingdom,0.1679728080635645,0.1679728080635645,0.2,0.998382568359375,64106779.0,0.2,0.8,225.69,225.69,0.01434192641370946,0.9666666666666667,0.0577,0.0577,1.0,0.68410164,0.41424028799999996,0.075,0.12816191129910784,0.1280246913580247
United Kingdom $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.30312817474804055,0.4119409000000001,0.49589160000000004,0.953556069853622,1.0,0.03970236878830578,0.03970236878830578,0.8,36931.4742257195,2.0,0.092887860292756,United Kingdom,0.1679728080635645,0.1679728080635645,0.2,0.998382568359375,64106779.0,0.2,0.8,225.69,225.69,0.01434192641370946,0.9666666666666667,0.0577,0.0577,1.0,0.68410164,0.41424028799999996,0.075,0.12816191129910784,0.1280246913580247
United States $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.3187368533465751,0.33614190000000005,0.6209439999999999,0.9374166756312924,0.993,0.03695696893703195,0.03695696893703195,0.8,51340.4876279117,1.0,0.118166648737415,United States,0.1679728080635645,0.1679728080635645,0.2,0.998382568359375,316128839.0,0.2,0.7333333333333333,460.2,460.2,0.8889811420192579,0.9833333333333333,0.047,0.047,0.8,0.63,0.09,0.07400000095367429,0.1349934069365105,0.1277777777777778
United States $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.3187368533465751,0.33614190000000005,0.6209439999999999,0.9374166756312924,0.993,0.03695696893703195,0.03695696893703195,0.8,51340.4876279117,2.0,0.118166648737415,United States,0.1679728080635645,0.1679728080635645,0.2,0.998382568359375,316128839.0,0.2,0.7333333333333333,460.2,460.2,0.8889811420192579,0.9833333333333333,0.047,0.047,0.8,0.63,0.09,0.07400000095367429,0.1349934069365105,0.1277777777777778
Uruguay $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.29188665397068997,0.01661895,0.08380116000000001,0.9125362844095894,0.995,0.017541884117561222,0.017541884117561222,0.6,18965.8165353822,1.0,0.169927431180821,Uruguay,0.1679728080635645,0.1679728080635645,0.2,0.9474363708496091,3407062.0,0.2,0.6666666666666667,46.9,46.9,0.935555281571921,0.5666666666666667,0.052300000000000006,0.052300000000000006,0.6000000000000001,0.23173998070470125,0.2115162775501324,0.06599999904632571,0.3254879909647213,0.30499999999999994
Uruguay $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.29188665397068997,0.01661895,0.08380116000000001,0.9125362844095894,0.995,0.017541884117561222,0.017541884117561222,0.6,18965.8165353822,2.0,0.169927431180821,Uruguay,0.1679728080635645,0.1679728080635645,0.2,0.9474363708496091,3407062.0,0.2,0.6666666666666667,46.9,46.9,0.935555281571921,0.5666666666666667,0.052300000000000006,0.052300000000000006,0.6000000000000001,0.23173998070470125,0.2115162775501324,0.06599999904632571,0.3254879909647213,0.30499999999999994
Vietnam $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2697045509948559,0.03995232,0.10271140000000001,0.7174536252778836,0.929,0.21090055076081826,0.21090055076081826,0.8,5124.60351980227,1.0,0.4940927494442329,Vietnam,0.1679728080635645,0.1679728080635645,0.2,0.9449783325195308,89708900.0,0.2,0.5333333333333333,17.58,17.58,0.036500479483159154,0.38333333333333336,0.0703,0.0703,0.8,0.2442000471920311,0.2475653833673597,0.02,0.12542203556415452,0.125
Vietnam $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2697045509948559,0.03995232,0.10271140000000001,0.7174536252778836,0.929,0.21090055076081826,0.21090055076081826,0.8,5124.60351980227,2.0,0.4940927494442329,Vietnam,0.1679728080635645,0.1679728080635645,0.2,0.9449783325195308,89708900.0,0.2,0.5333333333333333,17.58,17.58,0.036500479483159154,0.38333333333333336,0.0703,0.0703,0.8,0.2442000471920311,0.2475653833673597,0.02,0.12542203556415452,0.125
"Yemen, Rep. $(\eta=1)$",0.5356497092899943,3.0,40.0,1.0,0.2191314756601725,0.0,0.016879240000000004,0.3082166371688615,0.35700000000000004,0.01983274670164713,0.01983274670164713,0.2,3832.28473991896,1.0,0.740566725662277,"Yemen, Rep.",0.1679728080635645,0.1679728080635645,0.2,0.5949760818481451,24407381.0,0.2,0.26666666666666666,6.43,6.43,0.0,0.0,0.0784,0.0784,0.2,0.10970581006083203,0.07832728932803425,0.173999996185303,0.13,0.13
"Yemen, Rep. $(\eta=2)$",0.5356497092899943,3.0,40.0,1.0,0.2191314756601725,0.0,0.016879240000000004,0.3082166371688615,0.35700000000000004,0.01983274670164713,0.01983274670164713,0.2,3832.28473991896,2.0,0.740566725662277,"Yemen, Rep.",0.1679728080635645,0.1679728080635645,0.2,0.5949760818481451,24407381.0,0.2,0.26666666666666666,6.43,6.43,0.0,0.0,0.0784,0.0784,0.2,0.10970581006083203,0.07832728932803425,0.173999996185303,0.13,0.13
Zambia $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.425750249346411,0.02737125,0.17678870000000002,0.593454548423604,0.465,0.01859221189872716,0.01859221189872716,0.8,3799.54043558048,1.0,0.27809090315279195,Zambia,0.68,0.68,0.2,0.5548900985717771,14538640.0,0.2,0.8666666666666666,6.53,6.53,0.9223875483880921,0.33333333333333337,0.0358,0.0358,0.8,0.14486472615327964,0.1068065684921182,0.133000001907349,0.32771747847006727,0.30500000000000005
Zambia $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.425750249346411,0.02737125,0.17678870000000002,0.593454548423604,0.465,0.01859221189872716,0.01859221189872716,0.8,3799.54043558048,2.0,0.27809090315279195,Zambia,0.68,0.68,0.2,0.5548900985717771,14538640.0,0.2,0.8666666666666666,6.53,6.53,0.9223875483880921,0.33333333333333337,0.0358,0.0358,0.8,0.14486472615327964,0.1068065684921182,0.133000001907349,0.32771747847006727,0.30500000000000005
