country	H	alpha	avg_prod_k	bashs	finance_pre	loan40	loan60	ophe	pe	plgp	prepare_scaleup	pv	rating	saved40	saved60	share1	shew	social_p	social_r	unemp	v
Slovak Republic	2.64803412141586	-54157.35751217201	-5.414192741897387	6.728629662433327	inf	55.94182384769908	24.149407798571392	-29.24134697627759	-4.459810617292299	3.4071513054598257	147088.6919015078	-5.64889469725715	inf	61.198898997677595	21.477679790494882	10.344624745647375	43406.527703044776	5.238901057953489	8.889742246495066	-5.875677314379424	-39.063609338905614
Slovenia	2.798688529273161	-75362.88086609813	-7.5332363839534615	8.148089802767116	13.088870963673395	282.70880787264076	36.295192054409846	-68.16234828507969	-11.495330917194382	4.118348968324988	7.390745245833276	-15.933225705166604	16.97773328414923	417.2244948824473	37.33400614928665	156.44097399193024	3.5218006471533583	4.204227204213914	6.5176148994596	-9.975342166295961	-17.85608362698422
Small states																					
Solomon Islands																					
Somalia																					
South Africa	2.4622262194414004	-55152.27953538057	-5.514032894406978	7.560681921940247	inf	33.05119313852254	9.697125275649551	-96.03472916578258	-2.79745690174058	4.47831150231081	399633.20181877806	-3.726356327400395	inf	83.16758485867815	17.383581593625472	53.054551340819266	46108.737253203304	11.130556101126546	53.35459950958632	-3.461511490235039	19.616006524342602
South Asia																					
South Sudan																					
Spain	1.6255304611842585	-94684.69757791604	-9.463744742916568	7.3323274186817695	inf	57.13953596550037	20.71898880019667	-35.46201423972753	-3.8044074014382825	3.698337187955345	123053.97853719775	-4.695271441256759	inf	56.429483450565314	13.12377036026031	21.869995931101048	45070.244263522356	3.1524204340405424	5.057310400396543	inf	-18.41918128481764
Sri Lanka	3.6247094591872324	-56532.99779589075	-5.6518233408440635	4.654272942617187	135.38516555791136	51.71267146337902	34.816527053403945	-9.19019997975173	-3.2934523582493687	2.3759338875338614	84.0207869500746	-4.418571751085329	221.4860685079609	106.08246805717117	28.384588938791804	7.338788754753935	4.674713375001574	26.2072650825094	57.12209258984442	-13.657790851061376	274.6147027024667
St. Kitts and Nevis																					
St. Lucia																					
St. Martin (French part)																					
St. Vincent and the Grenadines																					
Sub-Saharan Africa (all income levels)																					
Sub-Saharan Africa (developing only)																					
Sudan																					
Suriname																					
Swaziland																					
Sweden	4.456550759015868	-46978.93780763484	-4.696759339269237	12.00116879208938	17.948639404966436	118.73881750309182	33.8915468598346	-72.92582726434007	-6.898651388606682	6.152574932237019	7.976348876339989	-8.48319421448376	14.357755487112671	80.5283346758699	22.28210606024201	21.384607371115276	4.414098776347186	4.498728539179673	11.067068405465857	-18.14972325995513	-29.08602746598352
Switzerland																					
Syrian Arab Republic	2.5757165987161357	-73620.6447176846	-7.359615589844106	5.578539407607788	124.335727977024	20.89856042519395	10.769564795464518	-9.949469068997661	-3.207553895511148	2.880173904552993	124.32104377181402	-4.348885946627176	746037.9968979821	244.23339368189775	139.1555070794168	7.517954556288517	6.806141944131056	49.90094699401337	31.663681136395798	-6.211249656450579	82.09418902385528
Taiwan, China																					
Tajikistan																					
Tanzania	3.5668857795494726	-46902.91028204349	-4.689298177457427	11.181576128917271	inf	30.12014815352028	14.137265181909198	-17.22066920597051	-3.1910161024866244	3.358888087394623	inf	-4.3365442850127245	inf	387.4969989155564	43.459821756746024	7.812145625479879	44699.605399486885	60.43684875580592	108.18484888480835	-19.527338172214662	24.586889974368596
Thailand	8.499581934622894	-61677.23709442626	-6.16547444068036	4.508938445249615	29.24748654410187	172.69127338195153	113.1787600690567	-34.14003558548061	-3.5232784890797646	2.395572877054983	17.723763728224114	-4.876606195711537	44.98997553903139	157.4233469096064	57.54980499728325	10.602236196688954	6.625743327016384	8.191675970275215	36.54003351532266	-80.10297348737403	-181.00597854017408
Timor-Leste																					
Togo																					
Tonga																					
Trinidad and Tobago																					
Tunisia																					
Turkey	3.7264179705295777	-48743.25261692458	-4.873285524555713	5.592593788994017	263.11100727593254	29.19422033691487	11.524817866116374	-31.581034014238167	-2.7695333201836374	2.9508377922382762	157.85068031742162	-3.8437698630599493	394.60219929408703	901.1506292788316	139.06377408337738	9.81879706234005	6.474353511723952	76.79355010465252	185.40956228765842	-6.641156951558849	45.388355471956366
Turkmenistan																					
Turks and Caicos Islands																					
Tuvalu																					
Uganda																					
Ukraine																					
United Arab Emirates																					
United Kingdom	4.257086272705891	-54958.91546957973	-5.4943089039327635	11.444730114763583	13.941984285281556	728.0015539771919	67.62235184758873	-112.79816514485297	-9.563931168338053	5.72236455433493	6.312707834785909	-14.770432795117348	11.537230796898585	469.50992071944364	46.05672454682938	-56.46127982451503	3.4314628979360515	3.286531929373925	7.086326732140495	-18.692844041300667	-25.214790635692697
United States	10.712427421772759	-42724.010800724514	-4.271274755465896	23.920458313397795	inf	96.5183021729769	607.703827437298	-213.78305537805494	-4.253544301343882	12.118884598464124	122880.73623581075	-5.6928686281768135	inf	135.66146163931506	403.9537288836691	33.72653054050695	42511.90691627829	2.3512489637844807	12.215452371723115	-40.12284924766205	-72.5385479402582
Upper middle income																					
Uruguay	3.165561170147732	-60078.86471658356	-6.006071397910698	4.332678252046315	39.276104779216325	126.17111512978896	52.61556736077784	-26.13224692745767	-3.131128101563634	2.2796669997804058	20.196625113017067	-4.3125923299606725	41.580344184843	1285.6812957289292	169.68495451312756	14.431761179174456	6.486232872336645	7.127585686433083	16.281982667743534	-8.181113946319218	-57.19028663694557
Uzbekistan																					
Vanuatu																					
Venezuela, RB																					
Vietnam	4.2961494966432126	-56716.64898932666	-5.669833436379565	4.876413911776718	inf	58.0384249880455	30.003393883787588	-9.276742279968332	-3.4092722873532018	2.3237759578341644	485628.9971039073	-4.646652534657524	inf	671.4336630781673	120.43196843211446	9.382287032834672	44997.2349457742	10.066059167879377	23.21291110948154	-28.312349387227073	270.7982465000149
Virgin Islands (U.S.)																					
West Bank and Gaza																					
World																					
Yemen, Rep.																					
Zambia	1.729413284390232	-63407.01983732345	-6.339347880411482	14.875751395479181	34.796987288955194	22.66458404898903	10.482345683913033	-28.91093802407295	-2.74530075808449	6.51068016113884	24.560237207715502	-3.6491293113046144	83.48951027868618	346.7988630602382	27.31179650431716	21.824754105718817	4.678815819324046	12.268774943738181	20.78443178335037	-6.501124223922377	-538.6018140657811
Zimbabwe																					
Mumbai																					
